Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000308,Patch remote job runner script dependencies for IMK analytics platform.,Facilities,John Cena,John Cena,Matrix,Service C,Low,Low,High,Closed,Low,2025-04-08T08:15:05.000000,Tuesday,2025-04-08T13:15:05.000000,2025-04-09T08:15:05.000000,5
CHG-0000309,Grant access for backup recovery on production machine nodes in DR locations.,Facilities,Hulk,Hulk,Avengers,Service C,Medium,High,Medium,Closed,Low,2025-04-08T11:54:36.000000,Tuesday,2025-04-08T14:54:36.000000,2025-04-09T09:54:36.000000,3
CHG-0000310,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Facilities,John Cena,John Cena,Matrix,Service C,High,High,Low,Closed,Medium,2025-04-08T12:41:04.000000,Tuesday,2025-04-08T17:41:04.000000,2025-04-10T01:41:04.000000,4
CHG-0000311,Install Redis cluster monitoring tools in shard servers.,Complaint,Batman,Batman,Matrix,Service C,Medium,Medium,Low,Closed,High,2025-04-09T06:24:17.000000,Wednesday,2025-04-09T14:24:17.000000,2025-04-11T01:24:17.000000,4
CHG-0000312,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Failure,Shang Chi,Shang Chi,Avengers II,Service D,High,High,Low,New,Medium,2025-04-10T07:07:39.000000,Thursday,,,2
CHG-0000313,Firewall optimization for edge routing performance post DR testing.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,High,High,Medium,Closed,Medium,2025-04-10T19:13:24.000000,Thursday,2025-04-11T00:13:24.000000,2025-04-11T06:13:24.000000,0
CHG-0000314,Test external web proxy configurations on development servers.,Facilities,Iron Man,Iron Man,Avengers,Service B,Low,Medium,Low,Closed,Medium,2025-04-11T02:37:24.000000,Friday,2025-04-11T06:37:24.000000,2025-04-11T20:37:24.000000,2
CHG-0000315,Grant access for backup recovery on production machine nodes in DR locations.,Hardware,Thor,Thor,Avengers,Service B,High,Low,High,Closed,Medium,2025-04-11T01:25:05.000000,Friday,2025-04-11T08:25:05.000000,2025-04-11T12:25:05.000000,2
CHG-0000316,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Software,John Wick,John Wick,Matrix,Service D,Low,Low,High,New,Low,2025-04-12T20:03:25.000000,Saturday,,,4
CHG-0000317,New IP subnet & access point testing for KL relocation project.,Hardware,Thor,Thor,Avengers,Service A,High,Low,Low,Closed,Low,2025-04-12T21:13:02.000000,Saturday,2025-04-13T00:13:02.000000,2025-04-13T21:13:02.000000,5
CHG-0000318,Patch network appliances for compliance with wireless protocols.,Software,Thor,Thor,Avengers,Service B,High,Medium,Medium,In Progress,Medium,2025-04-12T21:02:29.000000,Saturday,2025-04-13T00:02:29.000000,,2
CHG-0000319,Setup additional SAML authentication nodes in DMZ environment.,Data,Loki,Loki,Avengers,Service B,Low,Medium,High,In Progress,High,2025-04-13T18:42:41.000000,Sunday,2025-04-14T00:42:41.000000,,4
CHG-0000320,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Software,Hulk,Hulk,Avengers,Service D,High,Low,Medium,Closed,Medium,2025-04-13T10:53:12.000000,Sunday,2025-04-13T18:53:12.000000,2025-04-15T02:53:12.000000,1
CHG-0000321,Complete SSL foundation checks for project-focused data endpoints.,Software,Thor,Thor,Avengers,Service C,Medium,Medium,High,Closed,Low,2025-04-13T05:52:21.000000,Sunday,2025-04-13T12:52:21.000000,2025-04-14T10:52:21.000000,1
CHG-0000322,Provision new storage array in EU data center for increased redundancy.,Access,Captain America,Captain America,Avengers,Service A,Low,Low,Medium,Closed,Medium,2025-04-14T03:45:36.000000,Monday,2025-04-14T09:45:36.000000,2025-04-15T14:45:36.000000,1
CHG-0000323,Setup additional SAML authentication nodes in DMZ environment.,Hardware,Loki,Loki,Avengers,Service B,Medium,Medium,Low,Closed,High,2025-04-15T20:25:24.000000,Tuesday,2025-04-16T00:25:24.000000,2025-04-16T05:25:24.000000,3
CHG-0000324,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Medium,Low,Closed,High,2025-04-15T18:44:10.000000,Tuesday,2025-04-16T01:44:10.000000,2025-04-17T11:44:10.000000,3
CHG-0000325,Patch remote job runner script dependencies for IMK analytics platform.,Complaint,Thor,Thor,Avengers,Service B,High,Medium,High,Closed,Medium,2025-04-16T10:55:34.000000,Wednesday,2025-04-16T13:55:34.000000,2025-04-17T15:55:34.000000,4
CHG-0000326,Certificate renewal for Avatar PROD environment 2026 - (VAA-Threat Application).,Access,Loki,Loki,Avengers,Service B,Low,High,High,Closed,Medium,2025-04-16T11:36:04.000000,Wednesday,2025-04-16T13:36:04.000000,2025-04-16T17:36:04.000000,5
CHG-0000327,Case 65943239: Upgrade Ontap version to 9.14.1P12.,Hardware,Loki,Loki,Avengers,Service C,High,Medium,Medium,Closed,High,2025-04-16T16:13:57.000000,Wednesday,2025-04-16T18:13:57.000000,2025-04-18T06:13:57.000000,3
CHG-0000328,Firewall optimization for edge routing performance post DR testing.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Low,High,Closed,Medium,2025-04-16T18:13:11.000000,Wednesday,2025-04-16T23:13:11.000000,2025-04-18T07:13:11.000000,2
CHG-0000329,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Failure,Iron Man,Iron Man,Avengers,Service E,Low,Low,Low,Closed,Medium,2025-04-16T22:51:36.000000,Wednesday,2025-04-17T02:51:36.000000,2025-04-18T04:51:36.000000,2
CHG-0000330,Restart tkmweb database servers after container update failure response.,Data,Neo,Neo,Matrix,Service C,Low,High,Medium,In Progress,Critical,2025-04-17T17:54:35.000000,Thursday,2025-04-17T19:54:35.000000,,0
CHG-0000331,Database configuration check for performance improvements in PROD systems.,Data,John Wick,John Wick,Matrix,Service C,Low,High,Low,Closed,High,2025-04-17T03:41:45.000000,Thursday,2025-04-17T06:41:45.000000,2025-04-18T17:41:45.000000,0
CHG-0000332,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Facilities,Neo,Neo,Matrix,Service D,High,High,Low,Closed,Low,2025-04-18T02:32:54.000000,Friday,2025-04-18T05:32:54.000000,2025-04-18T14:32:54.000000,5
CHG-0000333,Certificate adjustments for new virtual database pipelines.,Failure,Hulk,Hulk,Avengers,Service D,Medium,Low,High,Closed,High,2025-04-18T14:31:38.000000,Friday,2025-04-18T18:31:38.000000,2025-04-19T09:31:38.000000,0
CHG-0000334,Firewall configuration changes for disaster recovery validation testing.,Failure,Neo,Neo,Matrix,Service E,High,Low,Low,On Hold,High,2025-04-18T12:51:57.000000,Friday,,,2
CHG-0000335,Update the IDRAC remote board Firmware and BIOS for secklb01.,Software,Captain America,Captain America,Avengers,Service C,High,High,Medium,Closed,Medium,2025-04-19T09:48:47.000000,Saturday,2025-04-19T16:48:47.000000,2025-04-20T20:48:47.000000,5
CHG-0000336,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Network,Iron Man,Iron Man,Avengers,Service D,High,Low,Medium,Closed,Medium,2025-04-19T09:43:27.000000,Saturday,2025-04-19T17:43:27.000000,2025-04-20T13:43:27.000000,3
CHG-0000337,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Access,Thor,Thor,Avengers,Service E,High,Medium,Low,Closed,Medium,2025-04-20T00:21:31.000000,Sunday,2025-04-20T06:21:31.000000,2025-04-21T16:21:31.000000,2
CHG-0000338,Setup additional SAML authentication nodes in DMZ environment.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Medium,Medium,Closed,Medium,2025-04-20T06:50:24.000000,Sunday,2025-04-20T09:50:24.000000,2025-04-20T18:50:24.000000,3
CHG-0000339,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Complaint,Captain America,Captain America,Avengers,Service A,Low,High,Low,Closed,High,2025-04-20T19:04:42.000000,Sunday,2025-04-20T21:04:42.000000,2025-04-22T00:04:42.000000,4
CHG-0000340,Database configuration check for performance improvements in PROD systems.,Complaint,Captain America,Captain America,Avengers,Service D,Low,Low,High,Closed,Medium,2025-04-20T10:55:01.000000,Sunday,2025-04-20T14:55:01.000000,2025-04-21T11:55:01.000000,1
CHG-0000341,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,High,New,Critical,2025-04-20T15:08:25.000000,Sunday,,,2
CHG-0000342,Certificate adjustments for new virtual database pipelines.,Failure,Hulk,Hulk,Avengers,Service E,Medium,High,Low,Closed,High,2025-04-21T16:20:33.000000,Monday,2025-04-21T22:20:33.000000,2025-04-22T21:20:33.000000,1
CHG-0000343,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Access,Thor,Thor,Avengers,Service D,Medium,High,High,New,Critical,2025-04-21T00:09:36.000000,Monday,,,3
CHG-0000344,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Software,Thor,Thor,Avengers,Service C,Medium,Low,Low,Closed,Medium,2025-04-21T11:35:46.000000,Monday,2025-04-21T17:35:46.000000,2025-04-22T07:35:46.000000,2
CHG-0000345,Password reset request for disabled accounts in non-prod systems.,Hardware,Loki,Loki,Avengers,Service B,High,Low,Medium,Closed,Medium,2025-04-21T05:49:02.000000,Monday,2025-04-21T13:49:02.000000,2025-04-22T01:49:02.000000,2
CHG-0000346,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Software,Captain Marvel,Captain Marvel,Avengers II,Service B,High,Low,Medium,Closed,Low,2025-04-21T10:55:27.000000,Monday,2025-04-21T15:55:27.000000,2025-04-21T20:55:27.000000,3
CHG-0000347,Increase VM capacity for ongoing AI processing workload.,Failure,Thor,Thor,Avengers,Service E,Low,Medium,Low,Closed,High,2025-04-22T17:44:51.000000,Tuesday,2025-04-22T19:44:51.000000,2025-04-22T23:44:51.000000,3
CHG-0000348,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Data,Iron Man,Iron Man,Avengers,Service C,High,High,High,On Hold,Low,2025-04-22T18:41:24.000000,Tuesday,,,4
CHG-0000349,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Complaint,Thor,Thor,Avengers,Service A,High,Low,High,New,Critical,2025-04-22T22:03:42.000000,Tuesday,,,3
CHG-0000350,Online Banking external CB-APP onboarding on Radware On-prem environment.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Medium,Medium,Closed,Critical,2025-04-23T05:04:52.000000,Wednesday,2025-04-23T11:04:52.000000,2025-04-23T20:04:52.000000,5
CHG-0000351,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Low,High,High,Closed,Critical,2025-04-23T03:23:28.000000,Wednesday,2025-04-23T08:23:28.000000,2025-04-23T16:23:28.000000,2
CHG-0000352,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Access,Shang Chi,Shang Chi,Avengers II,Service B,High,High,High,Closed,High,2025-04-24T23:00:47.000000,Thursday,2025-04-25T05:00:47.000000,2025-04-25T21:00:47.000000,2
CHG-0000353,Enable additional remote IPV6 routing for Japanese production systems.,Hardware,John Cena,John Cena,Matrix,Service D,Medium,Low,High,Closed,Medium,2025-04-24T13:15:10.000000,Thursday,2025-04-24T20:15:10.000000,2025-04-25T11:15:10.000000,1
CHG-0000354,Restart tkmdbp01 of configuration change took longer than expected.,Failure,Spiderman,Spiderman,Avengers II,Service A,High,Medium,Low,Closed,High,2025-04-24T14:59:43.000000,Thursday,2025-04-24T17:59:43.000000,2025-04-25T07:59:43.000000,3
CHG-0000355,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Failure,John Wick,John Wick,Matrix,Service D,Medium,Low,Low,Closed,Critical,2025-04-24T09:24:13.000000,Thursday,2025-04-24T16:24:13.000000,2025-04-26T00:24:13.000000,5
CHG-0000356,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Medium,Medium,New,Low,2025-04-25T17:52:01.000000,Friday,,,5
CHG-0000357,Update IDRAC board for core cluster PROD servers.,Complaint,Batman,Batman,Matrix,Service B,Medium,Low,Medium,On Hold,Medium,2025-04-25T11:05:30.000000,Friday,,,1
CHG-0000358,Execute hardening measures for SQL server instances post security audit.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,High,Medium,Closed,High,2025-04-25T23:00:03.000000,Friday,2025-04-26T01:00:03.000000,2025-04-26T20:00:03.000000,2
CHG-0000359,Restart tkmdbp01 of configuration change took longer than expected.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,Medium,Low,High,Closed,Low,2025-04-26T22:21:15.000000,Saturday,2025-04-27T06:21:15.000000,2025-04-28T06:21:15.000000,3
CHG-0000360,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Data,Captain America,Captain America,Avengers,Service A,High,High,Medium,Closed,Medium,2025-04-26T04:51:51.000000,Saturday,2025-04-26T11:51:51.000000,2025-04-26T18:51:51.000000,0
CHG-0000361,Execute systemctl daemon-reload on CSO VM (PROD).,Software,Spiderman,Spiderman,Avengers II,Service D,High,Low,High,In Progress,Medium,2025-04-27T03:02:24.000000,Sunday,2025-04-27T08:02:24.000000,,1
CHG-0000362,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Low,Medium,High,Closed,High,2025-04-27T05:06:49.000000,Sunday,2025-04-27T07:06:49.000000,2025-04-27T10:06:49.000000,5
CHG-0000363,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Complaint,Captain America,Captain America,Avengers,Service A,Low,Medium,Medium,Closed,Medium,2025-04-28T08:53:32.000000,Monday,2025-04-28T11:53:32.000000,2025-04-29T11:53:32.000000,3
CHG-0000364,Enable database backups at sv273046 for production environment.,Failure,Iron Man,Iron Man,Avengers,Service D,Medium,High,Low,On Hold,Low,2025-04-28T11:47:14.000000,Monday,,,1
CHG-0000365,Password reset request for disabled accounts in non-prod systems.,Hardware,Batman,Batman,Matrix,Service B,High,Low,Medium,Closed,Medium,2025-04-28T17:52:26.000000,Monday,2025-04-29T00:52:26.000000,2025-04-29T19:52:26.000000,4
CHG-0000366,Restart tkmdbp01 of configuration change took longer than expected.,Failure,Thor,Thor,Avengers,Service E,Medium,Medium,High,Closed,Medium,2025-04-28T10:12:41.000000,Monday,2025-04-28T13:12:41.000000,2025-04-29T11:12:41.000000,0
CHG-0000367,TAPs installation in IMK productive connections for work order #REQ0157356.,Facilities,Captain America,Captain America,Avengers,Service B,Medium,High,Low,New,Medium,2025-04-28T21:03:38.000000,Monday,,,5
CHG-0000368,"VUL-NET: Cisco Wireless IOS-XE Software Update for WLC9800 | Jugoslavska, CZ (PRA06).",Data,Jack Sparrow,Jack Sparrow,Matrix,Service A,Medium,Low,High,Closed,Low,2025-04-29T01:46:52.000000,Tuesday,2025-04-29T04:46:52.000000,2025-04-29T13:46:52.000000,5
CHG-0000369,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Network,Loki,Loki,Avengers,Service E,Low,Low,Low,Closed,Medium,2025-04-29T09:14:38.000000,Tuesday,2025-04-29T15:14:38.000000,2025-04-30T12:14:38.000000,1
CHG-0000370,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,High,High,Closed,High,2025-04-29T13:47:07.000000,Tuesday,2025-04-29T21:47:07.000000,2025-04-30T01:47:07.000000,2
CHG-0000371,Patch network appliances for compliance with wireless protocols.,Software,Shang Chi,Shang Chi,Avengers II,Service E,Low,High,Medium,Closed,Medium,2025-04-29T05:51:20.000000,Tuesday,2025-04-29T09:51:20.000000,2025-04-29T19:51:20.000000,0
CHG-0000372,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Access,Spiderman,Spiderman,Avengers II,Service E,High,Medium,Low,Closed,High,2025-04-30T22:34:01.000000,Wednesday,2025-05-01T01:34:01.000000,2025-05-01T04:34:01.000000,4
CHG-0000373,Request for temporary access rights on Finance application Web UI.,Access,Iron Man,Iron Man,Avengers,Service D,Medium,Low,Medium,New,High,2025-04-30T11:32:53.000000,Wednesday,,,4
CHG-0000374,Certificate renewal Digital Banking on PROD environment 2026.,Complaint,John Wick,John Wick,Matrix,Service A,Medium,High,Medium,Closed,Medium,2025-04-30T20:18:29.000000,Wednesday,2025-05-01T00:18:29.000000,2025-05-01T17:18:29.000000,3
CHG-0000375,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Network,Iron Man,Iron Man,Avengers,Service A,Low,High,High,In Progress,Low,2025-04-30T19:34:14.000000,Wednesday,2025-04-30T21:34:14.000000,,1
CHG-0000376,UC4 Agent Installation on gcetcami001.,Software,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,High,Low,Closed,Low,2025-05-01T08:24:49.000000,Thursday,2025-05-01T12:24:49.000000,2025-05-02T08:24:49.000000,3
CHG-0000377,Increase VM capacity for ongoing AI processing workload.,Facilities,Neo,Neo,Matrix,Service E,High,Low,High,Closed,Medium,2025-05-02T09:45:09.000000,Friday,2025-05-02T16:45:09.000000,2025-05-03T07:45:09.000000,2
CHG-0000378,Replace legacy switches with modern devices in Market Data Environment.,Access,Loki,Loki,Avengers,Service A,High,Medium,Medium,Closed,Medium,2025-05-02T11:38:51.000000,Friday,2025-05-02T19:38:51.000000,2025-05-03T10:38:51.000000,2
CHG-0000379,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Data,Shang Chi,Shang Chi,Avengers II,Service E,Medium,High,High,On Hold,High,2025-05-03T04:03:04.000000,Saturday,,,5
CHG-0000380,Certificate renewal request for high-availability environment 2026.,Access,Thor,Thor,Avengers,Service A,Low,Low,Medium,Closed,Medium,2025-05-03T06:29:40.000000,Saturday,2025-05-03T12:29:40.000000,2025-05-04T21:29:40.000000,3
CHG-0000381,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Software,Spiderman,Spiderman,Avengers II,Service D,Low,High,Medium,Closed,Medium,2025-05-04T14:03:08.000000,Sunday,2025-05-04T19:03:08.000000,2025-05-05T10:03:08.000000,3
CHG-0000382,Patch network appliances for compliance with wireless protocols.,Hardware,Spiderman,Spiderman,Avengers II,Service E,Medium,High,Low,Closed,Medium,2025-05-04T08:39:01.000000,Sunday,2025-05-04T10:39:01.000000,2025-05-05T20:39:01.000000,1
CHG-0000383,Test external web proxy configurations on development servers.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Medium,Medium,Closed,Medium,2025-05-05T00:42:50.000000,Monday,2025-05-05T07:42:50.000000,2025-05-06T16:42:50.000000,0
CHG-0000384,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Facilities,Shang Chi,Shang Chi,Avengers II,Service E,High,Low,Low,Closed,Medium,2025-05-06T11:12:09.000000,Tuesday,2025-05-06T18:12:09.000000,2025-05-07T10:12:09.000000,0
CHG-0000385,Online Banking external CB-APP onboarding on Radware On-prem environment.,Failure,Batman,Batman,Matrix,Service B,High,Low,High,New,Medium,2025-05-07T17:08:19.000000,Wednesday,,,1
CHG-0000386,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Software,Thor,Thor,Avengers,Service D,Low,High,Medium,New,Critical,2025-05-07T04:09:52.000000,Wednesday,,,1
