Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0010510,Request to install Python libraries on student laptops.,Facilities,Loki,Loki,Avengers,Service B,New,High,Critical,High,High,2025-04-26T20:48:43.000000,,,3,Saturday
SR-0010511,Provision special access profiles for GDPR compliance audits.,Data,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-26T04:38:08.000000,2025-04-26T11:38:08.000000,2025-04-27T05:38:08.000000,2,Saturday
SR-0010512,Request for secure deletion of files on retired desktops.,Access,John Cena,John Cena,Matrix,Service A,In Progress,Low,Medium,Medium,Low,2025-04-26T06:20:31.000000,2025-04-26T09:20:31.000000,,1,Saturday
SR-0010513,Request to create a new distribution list for the Marketing team.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-04-26T23:30:45.000000,2025-04-27T07:30:45.000000,2025-04-28T00:30:45.000000,2,Saturday
SR-0010514,Activate mobile application access for workflow approvals.,Failure,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-04-26T01:11:33.000000,2025-04-26T08:11:33.000000,2025-04-26T13:11:33.000000,2,Saturday
SR-0010515,User asking for permissions to install additional software.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-04-27T00:40:33.000000,2025-04-27T04:40:33.000000,2025-04-27T20:40:33.000000,5,Sunday
SR-0010516,Upgrade virtual machine specs for training platform.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,New,Low,Medium,Medium,Low,2025-04-27T05:02:35.000000,,,1,Sunday
SR-0010517,Install licensed Microsoft Visio on a department computer.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-27T17:12:39.000000,2025-04-27T19:12:39.000000,2025-04-29T06:12:39.000000,4,Sunday
SR-0010518,Request to access internal SharePoint site for the Finance department.,Software,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-04-27T20:06:37.000000,2025-04-28T00:06:37.000000,2025-04-29T02:06:37.000000,3,Sunday
SR-0010519,Request to configure SSO login for external web resource.,Facilities,Thor,Thor,Avengers,Service A,Closed,High,High,Medium,High,2025-04-27T23:35:04.000000,2025-04-28T02:35:04.000000,2025-04-28T18:35:04.000000,3,Sunday
SR-0010520,Enable multi-factor authentication for remote developers.,Network,John Wick,John Wick,Matrix,Service C,Closed,Low,High,High,High,2025-04-27T17:53:25.000000,2025-04-27T20:53:25.000000,2025-04-28T11:53:25.000000,3,Sunday
SR-0010521,Replace hardware for malfunctioning conference room equipment.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-04-27T07:16:20.000000,2025-04-27T10:16:20.000000,2025-04-28T19:16:20.000000,5,Sunday
SR-0010522,Request to adjust permissions on shared inbox handling invoices.,Failure,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-04-27T04:02:31.000000,2025-04-27T08:02:31.000000,2025-04-28T19:02:31.000000,2,Sunday
SR-0010523,Change access rights on shared folder for team lead.,Complaint,Batman,Batman,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-04-27T14:07:30.000000,2025-04-27T17:07:30.000000,2025-04-29T14:07:30.000000,5,Sunday
SR-0010524,Configuration update needed for internal voice gateway routing.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-04-27T00:24:48.000000,2025-04-27T06:24:48.000000,2025-04-27T07:24:48.000000,0,Sunday
SR-0010525,Document retention policy modification for compliance purposes.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,New,High,Medium,Medium,Medium,2025-04-27T13:59:06.000000,,,0,Sunday
SR-0010526,Upgrade Oracle database version to meet system requirements.,Access,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-27T05:03:14.000000,2025-04-27T10:03:14.000000,2025-04-28T08:03:14.000000,5,Sunday
SR-0010527,Request to configure SSO login for external web resource.,Facilities,Neo,Neo,Matrix,Service C,In Progress,High,Critical,Medium,Medium,2025-04-27T19:39:02.000000,2025-04-27T21:39:02.000000,,4,Sunday
SR-0010528,Relocation of desktop workstation within the office premises.,Data,Loki,Loki,Avengers,Service C,Closed,Low,High,Medium,High,2025-04-27T14:51:10.000000,2025-04-27T21:51:10.000000,2025-04-28T19:51:10.000000,1,Sunday
SR-0010529,Request to reset password for employee account.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Critical,High,Medium,2025-04-27T22:40:37.000000,2025-04-28T02:40:37.000000,2025-04-28T13:40:37.000000,4,Sunday
SR-0010530,Request for temporary guest access to internal intranet services.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-04-27T00:05:48.000000,2025-04-27T07:05:48.000000,2025-04-27T17:05:48.000000,2,Sunday
SR-0010531,Activate mobile application access for workflow approvals.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,High,2025-04-27T13:05:48.000000,2025-04-27T21:05:48.000000,2025-04-28T10:05:48.000000,0,Sunday
SR-0010532,Enable high-availability configuration on two production servers.,Hardware,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-04-27T13:44:46.000000,2025-04-27T16:44:46.000000,2025-04-29T05:44:46.000000,0,Sunday
SR-0010533,Request to configure SSO login for external web resource.,Software,Batman,Batman,Matrix,Service B,Closed,High,High,High,High,2025-04-27T13:34:55.000000,2025-04-27T18:34:55.000000,2025-04-28T16:34:55.000000,5,Sunday
SR-0010534,Request to create test environment for application testing.,Data,Loki,Loki,Avengers,Service C,New,Medium,Medium,Low,Medium,2025-04-27T14:37:24.000000,,,0,Sunday
SR-0010535,Enable multi-factor authentication for remote developers.,Failure,Batman,Batman,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-27T02:20:07.000000,2025-04-27T09:20:07.000000,2025-04-30T06:20:07.000000,1,Sunday
SR-0010536,Grant access to restricted database for data analytics intern.,Access,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-04-27T23:48:34.000000,2025-04-28T04:48:34.000000,2025-04-29T06:48:34.000000,4,Sunday
SR-0010537,User asking for permissions to install additional software.,Hardware,Hulk,Hulk,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-04-27T23:55:46.000000,2025-04-28T05:55:46.000000,2025-04-28T21:55:46.000000,1,Sunday
SR-0010538,Change access rights on shared folder for team lead.,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Low,2025-04-27T09:58:09.000000,2025-04-27T11:58:09.000000,2025-04-28T20:58:09.000000,1,Sunday
SR-0010539,Request to create a new distribution list for the Marketing team.,Facilities,Iron Man,Iron Man,Avengers,Service B,In Progress,Medium,Low,Low,Low,2025-04-27T00:14:07.000000,2025-04-27T06:14:07.000000,,2,Sunday
SR-0010540,Request to add new printer to network for HR department.,Software,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-04-27T00:47:50.000000,2025-04-27T07:47:50.000000,2025-04-28T18:47:50.000000,2,Sunday
SR-0010541,Install Adobe Creative Suite on workstation for design team.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,High,Low,Low,Low,2025-04-27T04:34:45.000000,2025-04-27T11:34:45.000000,2025-04-29T06:34:45.000000,0,Sunday
SR-0010542,Replace hardware for malfunctioning conference room equipment.,Data,John Cena,John Cena,Matrix,Service A,On Hold,Medium,Medium,Medium,Medium,2025-04-27T22:05:16.000000,,,2,Sunday
SR-0010543,Request for cloud storage account provisioning for upcoming project.,Network,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-04-27T17:45:35.000000,2025-04-27T19:45:35.000000,2025-04-28T00:45:35.000000,3,Sunday
SR-0010544,Request to reset password for employee account.,Failure,Hulk,Hulk,Avengers,Service B,New,Medium,Low,Low,Low,2025-04-27T04:25:08.000000,,,4,Sunday
SR-0010545,Enable multi-factor authentication for remote developers.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-04-27T20:23:43.000000,2025-04-27T22:23:43.000000,2025-04-29T13:23:43.000000,4,Sunday
SR-0010546,Request to add new printer to network for HR department.,Data,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-27T20:28:46.000000,2025-04-28T00:28:46.000000,2025-04-28T09:28:46.000000,3,Sunday
SR-0010547,Create custom email signature for company branding.,Software,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-04-27T22:52:52.000000,2025-04-28T00:52:52.000000,2025-04-28T10:52:52.000000,2,Sunday
SR-0010548,Request for cloud storage account provisioning for upcoming project.,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-27T08:58:29.000000,2025-04-27T16:58:29.000000,2025-04-28T00:58:29.000000,0,Sunday
SR-0010549,Install licensed Microsoft Visio on a department computer.,Facilities,John Wick,John Wick,Matrix,Service C,New,Medium,Medium,Low,Medium,2025-04-27T23:44:46.000000,,,2,Sunday
SR-0010550,Request to adjust permissions on shared inbox handling invoices.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-04-27T01:17:52.000000,2025-04-27T07:17:52.000000,2025-04-27T21:17:52.000000,0,Sunday
SR-0010551,Request to move group mailbox ownership to new manager.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,High,High,High,2025-04-27T20:39:39.000000,2025-04-28T01:39:39.000000,2025-04-28T19:39:39.000000,3,Sunday
SR-0010552,Provision special access profiles for GDPR compliance audits.,Data,Neo,Neo,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-04-27T17:02:05.000000,2025-04-27T20:02:05.000000,2025-04-28T08:02:05.000000,1,Sunday
SR-0010553,Update employee badge photo in internal directory.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-04-27T14:18:17.000000,2025-04-27T18:18:17.000000,2025-04-27T23:18:17.000000,1,Sunday
SR-0010554,User asking for permissions to install additional software.,Software,Captain America,Captain America,Avengers,Service B,In Progress,High,Low,Low,Low,2025-04-27T04:40:53.000000,2025-04-27T10:40:53.000000,,1,Sunday
SR-0010555,Request to adjust permissions on shared inbox handling invoices.,Hardware,John Wick,John Wick,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-04-27T23:01:01.000000,2025-04-28T05:01:01.000000,2025-04-29T20:01:01.000000,2,Sunday
SR-0010556,Setup repository access for junior developers.,Data,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,Medium,2025-04-27T21:43:46.000000,2025-04-28T00:43:46.000000,2025-04-28T01:43:46.000000,1,Sunday
SR-0010557,Request for cloud storage account provisioning for upcoming project.,Complaint,John Cena,John Cena,Matrix,Service C,Closed,Medium,Medium,Low,Medium,2025-04-27T01:44:29.000000,2025-04-27T04:44:29.000000,2025-04-28T05:44:29.000000,4,Sunday
SR-0010558,Request to create and configure backup jobs for departmental database.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,High,2025-04-27T11:58:24.000000,2025-04-27T19:58:24.000000,2025-04-28T12:58:24.000000,2,Sunday
SR-0010559,Configuration update needed for internal voice gateway routing.,Failure,Hulk,Hulk,Avengers,Service B,Closed,High,High,High,Low,2025-04-27T15:54:13.000000,2025-04-27T19:54:13.000000,2025-04-28T04:54:13.000000,5,Sunday
SR-0010560,Configuration update needed for internal voice gateway routing.,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,Medium,Medium,2025-04-27T08:54:31.000000,2025-04-27T12:54:31.000000,2025-04-27T18:54:31.000000,1,Sunday
SR-0010561,Request to delete unused virtual machines in non-production environment.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-04-27T10:06:18.000000,2025-04-27T16:06:18.000000,2025-04-28T09:06:18.000000,2,Sunday
SR-0010562,Enable port redirection for database replication tasks.,Software,Neo,Neo,Matrix,Service A,Closed,Low,High,Medium,High,2025-04-27T19:26:20.000000,2025-04-28T02:26:20.000000,2025-04-28T22:26:20.000000,0,Sunday
SR-0010563,Relocation of desktop workstation within the office premises.,Hardware,Thor,Thor,Avengers,Service C,Closed,High,High,High,Medium,2025-04-27T04:52:32.000000,2025-04-27T07:52:32.000000,2025-04-27T20:52:32.000000,0,Sunday
SR-0010564,Upgrade Oracle database version to meet system requirements.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,High,Medium,2025-04-27T08:22:25.000000,2025-04-27T10:22:25.000000,2025-04-28T07:22:25.000000,2,Sunday
SR-0010565,Relocation of desktop workstation within the office premises.,Access,Iron Man,Iron Man,Avengers,Service A,On Hold,Medium,Critical,Medium,Medium,2025-04-27T04:40:32.000000,,,2,Sunday
SR-0010566,Request for secure deletion of files on retired desktops.,Software,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-04-27T01:27:41.000000,2025-04-27T03:27:41.000000,2025-04-27T23:27:41.000000,1,Sunday
SR-0010567,Request to delete unused virtual machines in non-production environment.,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-04-27T11:43:22.000000,2025-04-27T19:43:22.000000,2025-04-28T06:43:22.000000,3,Sunday
SR-0010568,Upgrade virtual machine specs for training platform.,Failure,Loki,Loki,Avengers,Service A,New,Medium,Medium,Low,Medium,2025-04-27T19:44:03.000000,,,2,Sunday
SR-0010569,Change access rights on shared folder for team lead.,Complaint,Loki,Loki,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-27T03:07:33.000000,2025-04-27T05:07:33.000000,2025-04-27T18:07:33.000000,5,Sunday
SR-0010570,Provisioning of VPN access for third-party vendor consultants.,Complaint,Neo,Neo,Matrix,Service C,Closed,Low,High,Medium,Medium,2025-04-27T12:52:07.000000,2025-04-27T19:52:07.000000,2025-04-28T06:52:07.000000,5,Sunday
SR-0010571,Request for extended quota on shared email inbox.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-04-27T14:16:03.000000,2025-04-27T20:16:03.000000,2025-04-29T07:16:03.000000,2,Sunday
SR-0010572,Request for cloud storage account provisioning for upcoming project.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-04-27T11:37:48.000000,2025-04-27T14:37:48.000000,2025-04-28T15:37:48.000000,3,Sunday
SR-0010573,Enable multi-factor authentication for remote developers.,Failure,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-04-27T20:11:01.000000,2025-04-28T01:11:01.000000,2025-04-28T06:11:01.000000,2,Sunday
SR-0010574,Request for temporary guest access to internal intranet services.,Hardware,Captain America,Captain America,Avengers,Service B,New,High,Critical,High,High,2025-04-27T12:31:38.000000,,,0,Sunday
SR-0010575,Provision special access profiles for GDPR compliance audits.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,High,2025-04-27T17:16:52.000000,2025-04-27T21:16:52.000000,2025-04-28T21:16:52.000000,5,Sunday
SR-0010576,Request to enable remote access to on-site servers.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-04-27T03:02:37.000000,2025-04-27T06:02:37.000000,2025-04-27T09:02:37.000000,2,Sunday
SR-0010577,Request to reset password for employee account.,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,Medium,2025-04-27T11:34:45.000000,2025-04-27T15:34:45.000000,2025-04-28T10:34:45.000000,2,Sunday
SR-0010578,Activate mobile application access for workflow approvals.,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Low,High,High,High,2025-04-27T12:02:12.000000,2025-04-27T20:02:12.000000,2025-04-28T20:02:12.000000,4,Sunday
SR-0010579,Re-enable accounts for recent employee returning after leave.,Access,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-04-27T22:32:41.000000,2025-04-28T02:32:41.000000,2025-04-29T02:32:41.000000,2,Sunday
SR-0010580,Provision external storage for graphics design project.,Complaint,Hulk,Hulk,Avengers,Service C,On Hold,Medium,High,High,Medium,2025-04-27T14:40:54.000000,,,4,Sunday
SR-0010581,Configure alerts for reporting dashboard thresholds.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-04-27T05:56:20.000000,2025-04-27T09:56:20.000000,2025-04-27T14:56:20.000000,0,Sunday
SR-0010582,Request for cloud storage account provisioning for upcoming project.,Failure,Thor,Thor,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-04-27T20:40:58.000000,2025-04-27T22:40:58.000000,2025-04-28T22:40:58.000000,4,Sunday
SR-0010583,Enable high-availability configuration on two production servers.,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,Medium,Low,2025-04-27T10:35:13.000000,2025-04-27T15:35:13.000000,2025-04-28T06:35:13.000000,1,Sunday
SR-0010584,Request to access internal SharePoint site for the Finance department.,Software,Batman,Batman,Matrix,Service A,Closed,High,Critical,High,High,2025-04-27T05:48:08.000000,2025-04-27T10:48:08.000000,2025-04-27T15:48:08.000000,1,Sunday
