Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-9971,Frequent password prompts despite valid authentication,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Low,2025-04-17T02:12:24.000000,2025-04-17T06:12:24.000000,2025-04-17T12:12:24.000000,0,2,Thursday,1
CR-9972,Duplicate records appearing in customer database,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-04-17T11:36:01.000000,2025-04-17T13:36:01.000000,2025-04-18T11:36:01.000000,0,3,Thursday,1
CR-9973,Network latency observed between data center and branch office,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,Medium,2025-04-17T20:01:33.000000,2025-04-18T00:01:33.000000,2025-04-18T03:01:33.000000,1,4,Thursday,0
CR-9974,Multi-factor authentication code not delivered to user,Access,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,Medium,High,2025-04-17T18:11:56.000000,2025-04-18T01:11:56.000000,2025-04-18T15:11:56.000000,0,2,Thursday,1
CR-9975,Multi-factor authentication code not delivered to user,Data,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-04-17T12:32:14.000000,2025-04-17T16:32:14.000000,2025-04-18T06:32:14.000000,0,1,Thursday,1
CR-9976,Endpoint not checking in with management server,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-17T13:49:19.000000,2025-04-17T17:49:19.000000,2025-04-19T00:49:19.000000,0,2,Thursday,1
CR-9977,Incorrect permissions on shared folder causing access denied,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,Medium,High,2025-04-17T20:51:28.000000,2025-04-17T23:51:28.000000,2025-04-18T05:51:28.000000,0,3,Thursday,1
CR-9978,Broken link on intranet home page,Failure,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-04-17T01:31:54.000000,2025-04-17T09:31:54.000000,2025-04-17T11:31:54.000000,0,3,Thursday,1
CR-9979,Application response time extremely slow for multiple users,Network,Shang Chi,Shang Chi,Avengers II,Service B,New,Low,High,High,Low,2025-04-17T01:43:37.000000,,,0,3,Thursday,1
CR-9980,Incorrect user mapping in identity provider,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,High,High,High,2025-04-17T11:50:16.000000,,,0,3,Thursday,1
CR-9981,High CPU usage on database server impacting performance,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,Medium,Medium,2025-04-17T11:49:47.000000,2025-04-17T17:49:47.000000,2025-04-17T21:49:47.000000,0,5,Thursday,1
CR-9982,Unexpected reboot of application server,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Low,Low,2025-04-17T22:02:58.000000,2025-04-18T03:02:58.000000,2025-04-18T22:02:58.000000,0,2,Thursday,1
CR-9983,Single sign-on not working for cloud application,Complaint,Batman,Batman,Matrix,Service A,Closed,Low,Critical,High,High,2025-04-17T12:51:47.000000,2025-04-17T17:51:47.000000,2025-04-18T05:51:47.000000,0,4,Thursday,1
CR-9984,Unexpected logout from critical application during use,Access,Spiderman,Spiderman,Avengers II,Service B,On Hold,Low,Low,Low,Low,2025-04-17T00:49:09.000000,,,0,0,Thursday,1
CR-9985,Incorrect group membership causing access escalation,Complaint,Thor,Thor,Avengers,Service C,In Progress,Low,Critical,High,High,2025-04-17T02:45:16.000000,2025-04-17T04:45:16.000000,,0,4,Thursday,1
CR-9986,Printing jobs stuck in queue without error message,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-04-17T23:20:26.000000,2025-04-18T01:20:26.000000,2025-04-20T00:20:26.000000,1,1,Thursday,0
CR-9987,New software installation failing on endpoint,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-04-17T12:01:55.000000,2025-04-17T15:01:55.000000,2025-04-19T23:01:55.000000,0,1,Thursday,1
CR-9988,User unable to log in to corporate VPN,Hardware,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-04-17T02:22:08.000000,2025-04-17T09:22:08.000000,2025-04-17T21:22:08.000000,0,1,Thursday,1
CR-9989,User’s mailbox not receiving external emails,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-04-17T20:02:58.000000,2025-04-17T22:02:58.000000,2025-04-18T17:02:58.000000,0,2,Thursday,1
CR-9990,Unexpected high memory usage on web server,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Medium,2025-04-17T14:47:05.000000,2025-04-17T20:47:05.000000,2025-04-18T14:47:05.000000,0,3,Thursday,1
CR-9991,Data export from system failing with error,Network,Loki,Loki,Avengers,Service C,Closed,High,High,High,Low,2025-04-17T01:10:12.000000,2025-04-17T03:10:12.000000,2025-04-18T02:10:12.000000,1,3,Thursday,0
CR-9992,Network latency observed between data center and branch office,Access,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-04-17T17:56:38.000000,2025-04-17T23:56:38.000000,2025-04-18T11:56:38.000000,1,4,Thursday,0
CR-9993,Local profile corrupted on shared workstation,Data,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-04-17T16:45:46.000000,2025-04-17T18:45:46.000000,2025-04-18T06:45:46.000000,0,3,Thursday,1
CR-9994,Application crash when user attempts specific function,Data,Hulk,Hulk,Avengers,Service C,In Progress,Low,Medium,Low,Medium,2025-04-17T08:32:54.000000,2025-04-17T10:32:54.000000,,0,1,Thursday,1
CR-9995,Multi-factor authentication code not delivered to user,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Medium,Low,2025-04-17T11:03:52.000000,2025-04-17T16:03:52.000000,2025-04-19T00:03:52.000000,0,1,Thursday,1
CR-9996,USB device not recognized on workstation,Access,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T23:31:50.000000,2025-04-18T02:31:50.000000,2025-04-18T09:31:50.000000,0,4,Thursday,1
CR-9997,Intermittent connectivity issues to file server,Data,Batman,Batman,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-04-17T05:21:16.000000,2025-04-17T09:21:16.000000,2025-04-18T09:21:16.000000,0,2,Thursday,1
CR-9998,Old password still granting access to system,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-04-17T08:36:05.000000,2025-04-17T16:36:05.000000,2025-04-19T18:36:05.000000,0,0,Thursday,1
CR-9999,Single user laptop not connecting to Wi-Fi,Complaint,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-04-17T23:17:02.000000,2025-04-18T04:17:02.000000,2025-04-18T11:17:02.000000,0,5,Thursday,1
CR-10000,Incorrect language settings applied to user interface,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-04-17T21:30:05.000000,2025-04-18T01:30:05.000000,2025-04-18T21:30:05.000000,1,2,Thursday,0
CR-10001,Unexpected application log errors after deployment,Complaint,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,Medium,2025-04-17T21:39:30.000000,2025-04-18T04:39:30.000000,2025-04-18T05:39:30.000000,0,3,Thursday,1
CR-10002,Time-out errors when accessing CRM system,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-04-17T20:49:17.000000,2025-04-17T23:49:17.000000,2025-04-19T11:49:17.000000,0,2,Thursday,1
CR-10003,Broken link on intranet home page,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Critical,High,High,2025-04-17T05:35:09.000000,2025-04-17T12:35:09.000000,2025-04-17T21:35:09.000000,0,3,Thursday,1
CR-10004,Incorrect group membership causing access escalation,Network,Neo,Neo,Matrix,Service B,Closed,Low,Low,Low,Low,2025-04-17T08:34:34.000000,2025-04-17T16:34:34.000000,2025-04-18T22:34:34.000000,0,1,Thursday,1
CR-10005,Scheduled report not generated or delivered,Network,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-17T16:21:14.000000,2025-04-17T18:21:14.000000,2025-04-17T19:21:14.000000,0,5,Thursday,1
CR-10006,Incorrect display of currency values in front-end,Data,Iron Man,Iron Man,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-04-17T15:15:10.000000,2025-04-17T21:15:10.000000,2025-04-18T15:15:10.000000,1,1,Thursday,0
CR-10007,Old password still granting access to system,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-04-17T16:41:59.000000,2025-04-17T20:41:59.000000,2025-04-18T18:41:59.000000,0,1,Thursday,1
CR-10008,Network latency observed between data center and branch office,Failure,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,High,2025-04-17T02:59:34.000000,2025-04-17T05:59:34.000000,2025-04-17T21:59:34.000000,0,2,Thursday,1
CR-10009,User’s mailbox not receiving external emails,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-04-17T17:57:29.000000,2025-04-17T19:57:29.000000,2025-04-18T19:57:29.000000,0,2,Thursday,1
CR-10010,User unable to log in to corporate VPN,Software,Hulk,Hulk,Avengers,Service A,On Hold,Medium,Medium,Medium,Medium,2025-04-17T13:27:02.000000,,,1,1,Thursday,0
CR-10011,Antivirus alert triggered on user workstation,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-04-17T17:27:17.000000,2025-04-17T23:27:17.000000,2025-04-18T08:27:17.000000,0,3,Thursday,1
CR-10012,User’s mailbox not receiving external emails,Complaint,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-04-17T08:59:01.000000,2025-04-17T15:59:01.000000,2025-04-18T01:59:01.000000,0,4,Thursday,1
CR-10013,Incorrect user mapping in identity provider,Failure,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,Medium,2025-04-17T04:25:51.000000,2025-04-17T07:25:51.000000,2025-04-17T08:25:51.000000,0,4,Thursday,1
CR-10014,Single user laptop not connecting to Wi-Fi,Data,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-04-17T02:42:25.000000,2025-04-17T10:42:25.000000,2025-04-18T00:42:25.000000,0,1,Thursday,1
CR-10015,Incorrect display of currency values in front-end,Data,Captain America,Captain America,Avengers,Service A,On Hold,Low,Critical,Medium,High,2025-04-17T18:17:27.000000,,,1,5,Thursday,0
CR-10016,Network latency observed between data center and branch office,Failure,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T09:53:45.000000,2025-04-17T13:53:45.000000,2025-04-17T18:53:45.000000,0,5,Thursday,1
CR-10017,Unexpected high memory usage on web server,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-04-17T11:25:07.000000,2025-04-17T14:25:07.000000,2025-04-18T17:25:07.000000,0,1,Thursday,1
CR-10018,Printer not printing documents from any workstation,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-04-17T01:56:09.000000,2025-04-17T09:56:09.000000,2025-04-18T19:56:09.000000,0,2,Thursday,1
CR-10019,Endpoint not checking in with management server,Access,Captain America,Captain America,Avengers,Service B,Closed,Low,Low,Low,Low,2025-04-17T08:47:29.000000,2025-04-17T13:47:29.000000,2025-04-20T08:47:29.000000,0,1,Thursday,1
CR-10020,Unauthorized login attempt alert for admin account,Access,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T04:02:51.000000,2025-04-17T11:02:51.000000,2025-04-17T21:02:51.000000,0,4,Thursday,1
CR-10021,High CPU usage on database server impacting performance,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-04-17T11:36:14.000000,2025-04-17T16:36:14.000000,2025-04-18T01:36:14.000000,0,4,Thursday,1
CR-10022,Network outage in specific office floor,Facilities,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-04-17T13:39:08.000000,2025-04-17T19:39:08.000000,2025-04-17T23:39:08.000000,0,3,Thursday,1
CR-10023,SSL certificate error when accessing internal site,Complaint,Batman,Batman,Matrix,Service A,Closed,High,High,Medium,Medium,2025-04-17T19:38:05.000000,2025-04-18T01:38:05.000000,2025-04-18T21:38:05.000000,0,3,Thursday,1
CR-10024,Incorrect group membership causing access escalation,Failure,Thor,Thor,Avengers,Service B,In Progress,High,High,High,High,2025-04-17T08:57:59.000000,2025-04-17T12:57:59.000000,,0,2,Thursday,1
CR-10025,Corrupted email attachments received internally,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-04-17T22:22:17.000000,2025-04-18T00:22:17.000000,2025-04-19T12:22:17.000000,0,2,Thursday,1
CR-10026,Application crash when user attempts specific function,Access,Hulk,Hulk,Avengers,Service C,Closed,High,Low,Low,Low,2025-04-17T10:47:35.000000,2025-04-17T17:47:35.000000,2025-04-20T04:47:35.000000,0,1,Thursday,1
CR-10027,Error 500 returned by internal web application,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-04-17T02:07:31.000000,2025-04-17T04:07:31.000000,2025-04-18T13:07:31.000000,0,1,Thursday,1
CR-10028,Unexpected reboot of application server,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Critical,High,High,2025-04-17T01:25:24.000000,2025-04-17T09:25:24.000000,2025-04-17T14:25:24.000000,0,3,Thursday,1
CR-10029,Duplicate records appearing in customer database,Complaint,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-04-17T12:33:53.000000,2025-04-17T14:33:53.000000,2025-04-18T08:33:53.000000,0,1,Thursday,1
CR-10030,Local profile corrupted on shared workstation,Hardware,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T15:04:39.000000,2025-04-17T23:04:39.000000,2025-04-18T08:04:39.000000,0,5,Thursday,1
CR-10031,Batch job failed to complete overnight,Network,Batman,Batman,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-17T04:17:25.000000,2025-04-17T07:17:25.000000,2025-04-19T18:17:25.000000,0,1,Thursday,1
CR-10032,Error 500 returned by internal web application,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-04-17T06:21:47.000000,2025-04-17T14:21:47.000000,2025-04-18T01:21:47.000000,0,5,Thursday,1
CR-10033,Single sign-on not working for cloud application,Hardware,Neo,Neo,Matrix,Service B,Closed,Low,High,High,High,2025-04-17T01:01:47.000000,2025-04-17T08:01:47.000000,2025-04-18T07:01:47.000000,0,2,Thursday,1
CR-10034,Single user laptop not connecting to Wi-Fi,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-04-17T08:30:59.000000,2025-04-17T12:30:59.000000,2025-04-17T18:30:59.000000,1,3,Thursday,0
CR-10035,Incorrect language settings applied to user interface,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-04-17T15:03:51.000000,2025-04-17T18:03:51.000000,2025-04-18T18:03:51.000000,0,1,Thursday,1
CR-10036,Corrupt file detected in document management system,Complaint,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-04-17T20:44:15.000000,2025-04-18T02:44:15.000000,2025-04-19T04:44:15.000000,0,1,Thursday,1
CR-10037,VoIP phone not registering with call manager,Access,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-04-17T00:03:20.000000,2025-04-17T03:03:20.000000,2025-04-18T00:03:20.000000,0,1,Thursday,1
CR-10038,Printing jobs stuck in queue without error message,Network,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,Medium,2025-04-17T06:08:05.000000,2025-04-17T13:08:05.000000,2025-04-18T01:08:05.000000,0,4,Thursday,1
CR-10039,Local profile corrupted on shared workstation,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Low,Low,2025-04-17T19:23:08.000000,2025-04-17T22:23:08.000000,2025-04-18T20:23:08.000000,0,1,Thursday,1
CR-10040,Database connection error in production application,Failure,John Cena,John Cena,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-04-17T17:23:35.000000,2025-04-18T00:23:35.000000,2025-04-19T19:23:35.000000,0,1,Thursday,1
CR-10041,New software installation failing on endpoint,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-04-17T12:04:29.000000,2025-04-17T15:04:29.000000,2025-04-20T11:04:29.000000,0,0,Thursday,1
CR-10042,Incorrect user mapping in identity provider,Failure,Captain America,Captain America,Avengers,Service C,In Progress,Medium,High,High,Medium,2025-04-17T08:47:34.000000,2025-04-17T14:47:34.000000,,0,2,Thursday,1
CR-10043,Local profile corrupted on shared workstation,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-04-17T14:10:37.000000,2025-04-17T17:10:37.000000,2025-04-17T22:10:37.000000,0,4,Thursday,1
CR-10044,Network outage in specific office floor,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-17T20:04:05.000000,2025-04-18T02:04:05.000000,2025-04-19T07:04:05.000000,0,2,Thursday,1
CR-10045,User unable to log in to corporate VPN,Failure,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-04-17T00:10:32.000000,2025-04-17T08:10:32.000000,2025-04-17T13:10:32.000000,0,5,Thursday,1
CR-10046,Time-out errors when accessing CRM system,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,High,High,2025-04-17T06:21:11.000000,2025-04-17T11:21:11.000000,2025-04-18T09:21:11.000000,0,3,Thursday,1
CR-10047,External website not reachable from corporate network,Facilities,John Wick,John Wick,Matrix,Service B,Closed,Medium,Critical,High,High,2025-04-17T17:28:19.000000,2025-04-17T21:28:19.000000,2025-04-18T03:28:19.000000,1,4,Thursday,0
CR-10048,VoIP phone not registering with call manager,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-04-17T22:28:16.000000,2025-04-18T06:28:16.000000,2025-04-18T13:28:16.000000,0,3,Thursday,1
CR-10049,Database connection error in production application,Hardware,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-04-17T01:32:27.000000,2025-04-17T04:32:27.000000,2025-04-18T02:32:27.000000,0,2,Thursday,1
CR-10050,User home drive not mapping at login,Hardware,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-04-17T19:40:06.000000,2025-04-18T01:40:06.000000,2025-04-18T08:40:06.000000,0,4,Thursday,1
CR-10051,Queue processing stuck in payment application,Failure,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-17T17:16:14.000000,2025-04-18T01:16:14.000000,2025-04-18T23:16:14.000000,0,2,Thursday,1
CR-10052,User home drive not mapping at login,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-04-17T13:37:32.000000,2025-04-17T20:37:32.000000,2025-04-20T03:37:32.000000,0,1,Thursday,1
CR-10053,New software installation failing on endpoint,Hardware,Neo,Neo,Matrix,Service B,On Hold,High,Low,Low,Low,2025-04-17T20:50:54.000000,,,0,1,Thursday,1
CR-10054,Network outage in specific office floor,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Low,Low,2025-04-17T03:57:52.000000,2025-04-17T06:57:52.000000,2025-04-18T10:57:52.000000,1,2,Thursday,0
