Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-933,Unstable Wi-Fi coverage in specific office area,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,High,2025-03-04T08:23:12.000000,2025-03-04T14:23:12.000000,2025-03-05T06:23:12.000000,0,2,Tuesday,1
CR-934,Periodic issues with remote desktop sessions not reconnecting,Facilities,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-03-04T18:29:55.000000,2025-03-04T23:29:55.000000,2025-03-05T20:29:55.000000,0,3,Tuesday,1
CR-935,Unstable Wi-Fi coverage in specific office area,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-03-04T21:57:40.000000,2025-03-05T05:57:40.000000,2025-03-05T16:57:40.000000,0,4,Tuesday,1
CR-936,Recurring DNS resolution failures for internal hostnames,Software,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-03-04T18:20:03.000000,2025-03-04T22:20:03.000000,2025-03-04T23:20:03.000000,0,3,Tuesday,1
CR-937,Recurring performance degradation on core banking application,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Critical,High,Medium,2025-03-05T17:05:47.000000,2025-03-06T01:05:47.000000,2025-03-06T06:05:47.000000,0,4,Wednesday,1
CR-938,Scheduled batch jobs failing intermittently without clear error,Facilities,John Cena,John Cena,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-03-05T12:13:23.000000,2025-03-05T18:13:23.000000,2025-03-07T23:13:23.000000,0,1,Wednesday,1
CR-939,Random loss of mapped network drives on login,Hardware,Thor,Thor,Avengers,Service A,In Progress,Low,Critical,High,High,2025-03-05T15:07:28.000000,2025-03-05T18:07:28.000000,,1,4,Wednesday,0
CR-940,Intermittent VoIP call quality issues and audio dropouts,Software,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-03-05T08:40:58.000000,2025-03-05T13:40:58.000000,2025-03-06T17:40:58.000000,0,1,Wednesday,1
CR-941,Recurring DNS resolution failures for internal hostnames,Network,John Wick,John Wick,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-03-05T10:54:31.000000,2025-03-05T15:54:31.000000,2025-03-06T05:54:31.000000,0,2,Wednesday,1
CR-942,Periodic issues with remote desktop sessions not reconnecting,Software,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-03-05T19:53:36.000000,2025-03-06T01:53:36.000000,2025-03-06T14:53:36.000000,0,2,Wednesday,1
CR-943,Recurring errors in CRM system data synchronization,Access,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-03-05T11:23:25.000000,2025-03-05T19:23:25.000000,2025-03-08T02:23:25.000000,0,0,Wednesday,1
CR-944,Unstable Wi-Fi coverage in specific office area,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,High,High,2025-03-05T11:41:40.000000,2025-03-05T15:41:40.000000,2025-03-06T15:41:40.000000,0,2,Wednesday,1
CR-945,Random loss of mapped network drives on login,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Medium,2025-03-05T16:37:02.000000,2025-03-05T19:37:02.000000,2025-03-06T03:37:02.000000,0,2,Wednesday,1
CR-946,Intermittent failures of web proxy authentication,Access,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-03-05T06:23:10.000000,2025-03-05T08:23:10.000000,2025-03-06T18:23:10.000000,0,1,Wednesday,1
CR-947,Recurring performance degradation on core banking application,Complaint,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,Medium,2025-03-05T00:04:11.000000,2025-03-05T08:04:11.000000,2025-03-05T18:04:11.000000,0,2,Wednesday,1
CR-948,Random application crashes on client workstations,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Low,Low,Low,2025-03-05T05:05:32.000000,2025-03-05T13:05:32.000000,2025-03-06T15:05:32.000000,0,0,Wednesday,1
CR-949,Unexplained slow logon times for domain users,Facilities,Iron Man,Iron Man,Avengers,Service C,New,High,High,High,High,2025-03-05T04:04:45.000000,,,0,3,Wednesday,1
CR-950,Periodic issues with remote desktop sessions not reconnecting,Network,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-03-05T13:05:45.000000,2025-03-05T20:05:45.000000,2025-03-06T07:05:45.000000,0,3,Wednesday,1
CR-951,Random application crashes on client workstations,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-05T20:10:50.000000,2025-03-06T01:10:50.000000,2025-03-07T08:10:50.000000,0,1,Wednesday,1
CR-952,Intermittent access issues to HR web portal,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-03-05T12:33:27.000000,2025-03-05T18:33:27.000000,2025-03-06T07:33:27.000000,0,2,Wednesday,1
CR-953,Inconsistent synchronization between production and reporting databases,Software,John Wick,John Wick,Matrix,Service A,Closed,High,High,High,High,2025-03-05T16:02:35.000000,2025-03-05T19:02:35.000000,2025-03-06T01:02:35.000000,0,2,Wednesday,1
CR-954,Intermittent login issues after password changes,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,Medium,2025-03-06T09:45:31.000000,2025-03-06T14:45:31.000000,2025-03-07T11:45:31.000000,0,3,Thursday,1
CR-955,Intermittent failures when connecting to external partner systems,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,High,High,High,2025-03-06T13:14:55.000000,2025-03-06T20:14:55.000000,2025-03-07T16:14:55.000000,0,3,Thursday,1
CR-956,Recurring time synchronization issues across servers,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-03-06T21:02:27.000000,2025-03-06T23:02:27.000000,2025-03-07T10:02:27.000000,0,5,Thursday,1
CR-957,Session timeouts occurring too frequently for web application,Software,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-03-06T01:30:21.000000,2025-03-06T09:30:21.000000,2025-03-06T19:30:21.000000,1,3,Thursday,0
CR-958,Recurring printing failures for specific printer models,Access,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-03-06T21:31:06.000000,2025-03-07T04:31:06.000000,2025-03-07T08:31:06.000000,0,3,Thursday,1
CR-959,Inconsistent access to archived email system,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,Medium,Low,2025-03-06T20:35:49.000000,2025-03-06T23:35:49.000000,2025-03-07T22:35:49.000000,0,3,Thursday,1
CR-960,Recurring errors in CRM system data synchronization,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-03-06T08:20:20.000000,2025-03-06T15:20:20.000000,2025-03-07T21:20:20.000000,0,2,Thursday,1
CR-961,Random failures in software deployment to endpoints,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-03-06T05:08:01.000000,2025-03-06T09:08:01.000000,2025-03-07T01:08:01.000000,0,1,Thursday,1
CR-962,Recurring performance issues on storage system,Data,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-03-06T00:46:47.000000,2025-03-06T02:46:47.000000,2025-03-06T09:46:47.000000,0,4,Thursday,1
CR-963,Frequent account lockouts for multiple users,Software,Loki,Loki,Avengers,Service C,Closed,High,Low,Low,Low,2025-03-06T18:30:22.000000,2025-03-06T22:30:22.000000,2025-03-08T21:30:22.000000,1,0,Thursday,0
CR-964,Intermittent network connectivity issues reported by multiple users,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-03-06T06:51:29.000000,2025-03-06T13:51:29.000000,2025-03-07T04:51:29.000000,0,3,Thursday,1
CR-965,Unexplained slow logon times for domain users,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-03-06T20:22:45.000000,2025-03-07T02:22:45.000000,2025-03-08T13:22:45.000000,0,1,Thursday,1
CR-966,Periodic failures in monitoring alerts delivery,Network,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,Medium,2025-03-06T15:22:42.000000,2025-03-06T23:22:42.000000,2025-03-07T22:22:42.000000,0,2,Thursday,1
CR-967,Intermittent failures of web proxy authentication,Data,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Low,Low,Low,2025-03-06T07:50:20.000000,2025-03-06T12:50:20.000000,2025-03-08T22:50:20.000000,0,0,Thursday,1
CR-968,Unstable Wi-Fi coverage in specific office area,Network,Batman,Batman,Matrix,Service C,In Progress,High,Low,Low,Low,2025-03-06T15:33:00.000000,2025-03-06T20:33:00.000000,,0,1,Thursday,1
CR-969,Recurring SSL certificate errors for internal applications,Facilities,Loki,Loki,Avengers,Service A,Closed,High,High,Medium,Low,2025-03-07T07:20:17.000000,2025-03-07T11:20:17.000000,2025-03-07T18:20:17.000000,0,3,Friday,1
CR-970,Recurring disk space shortages on application servers,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,High,Medium,2025-03-07T19:42:42.000000,2025-03-08T01:42:42.000000,2025-03-08T16:42:42.000000,0,2,Friday,1
CR-971,Frequent corruption of user profiles on shared workstations,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-03-07T21:34:39.000000,2025-03-08T01:34:39.000000,2025-03-08T02:34:39.000000,0,4,Friday,1
CR-972,Inconsistent access to archived email system,Failure,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-03-07T20:53:43.000000,2025-03-07T22:53:43.000000,2025-03-09T07:53:43.000000,1,2,Friday,0
CR-973,Slow file access on shared network drives during business hours,Network,Neo,Neo,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-03-07T00:05:03.000000,2025-03-07T03:05:03.000000,2025-03-10T02:05:03.000000,0,1,Friday,1
CR-974,Intermittent failures in automated file transfer jobs,Data,John Cena,John Cena,Matrix,Service A,Closed,Medium,Critical,High,Medium,2025-03-07T11:07:24.000000,2025-03-07T18:07:24.000000,2025-03-07T19:07:24.000000,0,4,Friday,1
CR-975,Unstable Wi-Fi coverage in specific office area,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Low,2025-03-07T07:23:31.000000,2025-03-07T09:23:31.000000,2025-03-08T06:23:31.000000,0,2,Friday,1
CR-976,Recurring performance degradation on core banking application,Access,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,Medium,2025-03-07T18:03:57.000000,2025-03-08T01:03:57.000000,2025-03-09T01:03:57.000000,1,3,Friday,0
CR-977,Recurring high latency reported in video conferencing sessions,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-03-07T20:38:11.000000,2025-03-08T02:38:11.000000,2025-03-09T12:38:11.000000,0,2,Friday,1
CR-978,Intermittent network connectivity issues reported by multiple users,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Low,High,High,High,2025-03-07T20:34:22.000000,2025-03-08T01:34:22.000000,2025-03-08T20:34:22.000000,0,2,Friday,1
CR-979,Inconsistent access to archived email system,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-03-08T05:24:59.000000,2025-03-08T13:24:59.000000,2025-03-09T08:24:59.000000,0,1,Saturday,1
CR-980,Intermittent failures in automated file transfer jobs,Failure,Batman,Batman,Matrix,Service C,Closed,Medium,Medium,Medium,Low,2025-03-08T16:56:07.000000,2025-03-08T23:56:07.000000,2025-03-09T18:56:07.000000,0,2,Saturday,1
CR-981,Unstable connection to remote branches over WAN,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-03-08T07:34:02.000000,2025-03-08T14:34:02.000000,2025-03-09T01:34:02.000000,0,3,Saturday,1
CR-982,Random loss of mapped network drives on login,Network,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-03-08T01:40:43.000000,2025-03-08T06:40:43.000000,2025-03-09T18:40:43.000000,0,0,Saturday,1
CR-983,Inconsistent permission errors on shared folders,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,Medium,Medium,2025-03-08T21:20:07.000000,2025-03-09T04:20:07.000000,2025-03-09T13:20:07.000000,0,2,Saturday,1
CR-984,Recurring SSL certificate errors for internal applications,Hardware,Loki,Loki,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-03-08T18:06:08.000000,2025-03-08T22:06:08.000000,2025-03-09T22:06:08.000000,1,1,Saturday,0
CR-985,Recurring disk space shortages on application servers,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-03-08T13:07:37.000000,2025-03-08T15:07:37.000000,2025-03-09T04:07:37.000000,0,2,Saturday,1
CR-986,Intermittent network connectivity issues reported by multiple users,Hardware,Loki,Loki,Avengers,Service B,On Hold,Medium,Critical,High,High,2025-03-08T01:34:44.000000,,,0,4,Saturday,1
CR-987,Intermittent VoIP call quality issues and audio dropouts,Data,Iron Man,Iron Man,Avengers,Service C,New,Medium,Critical,High,High,2025-03-08T17:30:51.000000,,,1,5,Saturday,0
CR-988,Intermittent failures when connecting to external partner systems,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-03-08T05:59:59.000000,2025-03-08T12:59:59.000000,2025-03-09T05:59:59.000000,0,1,Saturday,1
CR-989,Intermittent network connectivity issues reported by multiple users,Access,Neo,Neo,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-03-08T10:10:34.000000,2025-03-08T12:10:34.000000,2025-03-10T20:10:34.000000,0,0,Saturday,1
CR-990,Random failures in software deployment to endpoints,Network,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-09T07:55:11.000000,2025-03-09T10:55:11.000000,2025-03-10T05:55:11.000000,0,1,Sunday,1
CR-991,Intermittent email delivery delays to external domains,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-03-09T17:47:51.000000,2025-03-09T22:47:51.000000,2025-03-11T08:47:51.000000,0,1,Sunday,1
CR-992,Intermittent access issues to HR web portal,Software,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,Low,Low,Low,Low,2025-03-09T01:27:21.000000,,,1,1,Sunday,0
CR-993,Periodic failures in monitoring alerts delivery,Hardware,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-03-09T02:53:59.000000,2025-03-09T09:53:59.000000,2025-03-09T16:53:59.000000,0,4,Sunday,1
CR-994,Frequent issues with file version conflicts on shared drives,Network,Loki,Loki,Avengers,Service C,Closed,High,High,High,Medium,2025-03-09T14:07:21.000000,2025-03-09T16:07:21.000000,2025-03-10T13:07:21.000000,0,3,Sunday,1
CR-995,Intermittent login issues after password changes,Network,Thor,Thor,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-03-10T10:59:45.000000,2025-03-10T14:59:45.000000,2025-03-11T22:59:45.000000,1,2,Monday,0
CR-996,Intermittent access issues to HR web portal,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-03-10T18:23:42.000000,2025-03-11T00:23:42.000000,2025-03-12T10:23:42.000000,1,2,Monday,0
CR-997,Periodic failures in monitoring alerts delivery,Facilities,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-03-10T20:53:37.000000,2025-03-11T02:53:37.000000,2025-03-12T11:53:37.000000,0,1,Monday,1
CR-998,Random disconnections from database for application services,Failure,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-03-10T12:30:26.000000,2025-03-10T18:30:26.000000,2025-03-10T21:30:26.000000,0,5,Monday,1
CR-999,Periodic high CPU usage on database server causing slow queries,Complaint,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-03-10T18:37:50.000000,2025-03-11T00:37:50.000000,2025-03-11T12:37:50.000000,0,1,Monday,1
CR-1000,Frequent corruption of user profiles on shared workstations,Hardware,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-03-10T10:05:15.000000,2025-03-10T17:05:15.000000,2025-03-10T21:05:15.000000,0,3,Monday,1
CR-1001,Random freezing of operating system on virtual desktops,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-03-10T08:23:18.000000,2025-03-10T11:23:18.000000,2025-03-10T22:23:18.000000,0,3,Monday,1
CR-1002,Periodic issues with remote desktop sessions not reconnecting,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-03-10T17:30:26.000000,2025-03-10T23:30:26.000000,2025-03-13T17:30:26.000000,0,0,Monday,1
CR-1003,Random failures in software deployment to endpoints,Failure,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-03-10T03:15:26.000000,2025-03-10T10:15:26.000000,2025-03-10T12:15:26.000000,1,3,Monday,0
CR-1004,Recurring high latency reported in video conferencing sessions,Network,Neo,Neo,Matrix,Service C,New,Medium,Medium,Medium,Low,2025-03-10T01:59:51.000000,,,1,2,Monday,0
CR-1005,Inconsistent access to archived email system,Failure,John Cena,John Cena,Matrix,Service C,In Progress,High,Critical,High,High,2025-03-10T05:13:05.000000,2025-03-10T11:13:05.000000,,0,3,Monday,1
CR-1006,Frequent issues with file version conflicts on shared drives,Data,Loki,Loki,Avengers,Service A,Closed,Low,High,Medium,Low,2025-03-10T10:02:39.000000,2025-03-10T15:02:39.000000,2025-03-11T12:02:39.000000,0,3,Monday,1
CR-1007,Intermittent failures when connecting to external partner systems,Hardware,Neo,Neo,Matrix,Service B,New,Low,Medium,Medium,Medium,2025-03-10T09:12:37.000000,,,0,2,Monday,1
CR-1008,Frequent account lockouts for multiple users,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,Medium,High,2025-03-10T10:03:37.000000,2025-03-10T12:03:37.000000,2025-03-10T20:03:37.000000,0,2,Monday,1
CR-1009,Session timeouts occurring too frequently for web application,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-03-10T19:15:55.000000,2025-03-10T21:15:55.000000,2025-03-11T21:15:55.000000,0,1,Monday,1
CR-1010,Intermittent authentication failures for single sign-on,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-03-10T23:02:20.000000,2025-03-11T05:02:20.000000,2025-03-12T16:02:20.000000,0,2,Monday,1
CR-1011,Inconsistent application behavior after automated updates,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-03-10T02:00:14.000000,2025-03-10T10:00:14.000000,2025-03-11T20:00:14.000000,0,0,Monday,1
CR-1012,Unstable connection to remote branches over WAN,Network,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,Medium,High,2025-03-10T18:16:29.000000,2025-03-10T23:16:29.000000,2025-03-11T01:16:29.000000,0,3,Monday,1
