Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-1464,Periodic issues with remote desktop sessions not reconnecting,Complaint,John Wick,John Wick,Matrix,Service A,In Progress,High,Low,Low,Low,2025-04-11T14:24:01.000000,2025-04-11T19:24:01.000000,,1,1,Friday,0,5.0,,,0,2025-15
CR-1465,Frequent corruption of user profiles on shared workstations,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-04-11T12:13:46.000000,2025-04-11T20:13:46.000000,2025-04-13T01:13:46.000000,0,2,Friday,1,8.0,29.0,37.0,1,2025-15
CR-1466,Intermittent failures of web proxy authentication,Network,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Low,Low,2025-04-11T17:04:28.000000,2025-04-11T20:04:28.000000,2025-04-13T08:04:28.000000,1,1,Friday,0,3.0,36.0,39.0,1,2025-15
CR-1467,Recurring performance degradation on core banking application,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,Medium,2025-04-12T21:18:48.000000,2025-04-13T05:18:48.000000,2025-04-14T01:18:48.000000,0,3,Saturday,1,8.0,20.0,28.0,1,2025-15
CR-1468,Unstable Wi-Fi coverage in specific office area,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,High,2025-04-12T00:40:12.000000,2025-04-12T02:40:12.000000,2025-04-12T21:40:12.000000,0,3,Saturday,1,2.0,19.0,21.0,1,2025-15
CR-1469,Unstable Wi-Fi coverage in specific office area,Facilities,Thor,Thor,Avengers,Service B,Closed,High,Medium,Medium,Low,2025-04-12T10:28:48.000000,2025-04-12T12:28:48.000000,2025-04-13T06:28:48.000000,0,2,Saturday,1,2.0,18.0,20.0,0,2025-15
CR-1470,Recurring printer spooler service failures on print server,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,Medium,2025-04-12T01:26:44.000000,2025-04-12T03:26:44.000000,2025-04-12T17:26:44.000000,0,2,Saturday,1,2.0,14.0,16.0,1,2025-15
CR-1471,Intermittent authentication failures for single sign-on,Access,Neo,Neo,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-04-12T19:31:26.000000,2025-04-13T00:31:26.000000,2025-04-14T10:31:26.000000,0,0,Saturday,1,5.0,34.0,39.0,0,2025-15
CR-1472,Frequent issues with file version conflicts on shared drives,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Critical,High,High,2025-04-12T19:59:56.000000,2025-04-13T01:59:56.000000,2025-04-13T02:59:56.000000,0,3,Saturday,1,6.0,1.0,7.0,0,2025-15
CR-1473,Random system reboots on specific hardware model,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Low,Low,2025-04-12T07:34:33.000000,2025-04-12T10:34:33.000000,2025-04-13T09:34:33.000000,0,1,Saturday,1,3.0,23.0,26.0,0,2025-15
CR-1474,Inconsistent access to archived email system,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,Medium,2025-04-12T03:38:53.000000,2025-04-12T09:38:53.000000,2025-04-12T20:38:53.000000,0,5,Saturday,1,6.0,11.0,17.0,1,2025-15
CR-1475,Intermittent network connectivity issues reported by multiple users,Network,Captain America,Captain America,Avengers,Service A,In Progress,Medium,Critical,High,High,2025-04-12T17:33:26.000000,2025-04-12T20:33:26.000000,,1,3,Saturday,0,3.0,,,0,2025-15
CR-1476,Intermittent login issues after password changes,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Low,Low,Low,2025-04-12T13:48:15.000000,2025-04-12T18:48:15.000000,2025-04-14T10:48:15.000000,1,1,Saturday,0,5.0,40.0,45.0,0,2025-15
CR-1477,Frequent errors in scheduled report generation processes,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Low,Low,Low,Low,2025-04-12T10:59:44.000000,2025-04-12T12:59:44.000000,2025-04-13T12:59:44.000000,0,1,Saturday,1,2.0,24.0,26.0,0,2025-15
CR-1478,Frequent corruption of user profiles on shared workstations,Hardware,Loki,Loki,Avengers,Service B,Closed,Low,High,High,High,2025-04-12T00:17:26.000000,2025-04-12T06:17:26.000000,2025-04-12T20:17:26.000000,1,2,Saturday,0,6.0,14.0,20.0,1,2025-15
CR-1479,Recurring time synchronization issues across servers,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,High,2025-04-12T11:29:07.000000,2025-04-12T13:29:07.000000,2025-04-12T19:29:07.000000,0,2,Saturday,1,2.0,6.0,8.0,0,2025-15
CR-1480,Recurring time synchronization issues across servers,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-04-12T12:07:31.000000,2025-04-12T14:07:31.000000,2025-04-13T09:07:31.000000,0,1,Saturday,1,2.0,19.0,21.0,0,2025-15
CR-1481,Inconsistent access to archived email system,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-04-13T06:20:19.000000,2025-04-13T09:20:19.000000,2025-04-15T12:20:19.000000,0,1,Sunday,1,3.0,51.0,54.0,1,2025-15
CR-1482,Recurring SSL certificate errors for internal applications,Complaint,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-04-13T02:56:13.000000,2025-04-13T09:56:13.000000,2025-04-14T06:56:13.000000,0,3,Sunday,1,7.0,21.0,28.0,1,2025-15
CR-1483,Random disconnections from database for application services,Network,Batman,Batman,Matrix,Service C,In Progress,Medium,Medium,Medium,Medium,2025-04-13T22:14:37.000000,2025-04-14T04:14:37.000000,,0,2,Sunday,1,6.0,,,0,2025-15
CR-1484,Recurring performance issues on storage system,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Low,2025-04-13T07:37:54.000000,2025-04-13T09:37:54.000000,2025-04-13T22:37:54.000000,0,2,Sunday,1,2.0,13.0,15.0,0,2025-15
CR-1485,Intermittent network connectivity issues reported by multiple users,Software,John Cena,John Cena,Matrix,Service C,Closed,Medium,Critical,High,Medium,2025-04-13T19:20:31.000000,2025-04-13T22:20:31.000000,2025-04-13T23:20:31.000000,0,5,Sunday,1,3.0,1.0,4.0,0,2025-15
CR-1486,Unreliable backup completion for certain file shares,Access,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-04-13T19:26:14.000000,2025-04-14T00:26:14.000000,2025-04-14T08:26:14.000000,0,5,Sunday,1,5.0,8.0,13.0,1,2025-15
CR-1487,Recurring performance degradation on core banking application,Software,Thor,Thor,Avengers,Service B,On Hold,High,Low,Low,Low,2025-04-13T11:14:49.000000,,,0,1,Sunday,1,,,,0,2025-15
CR-1488,Recurring high latency reported in video conferencing sessions,Data,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-04-13T13:24:08.000000,2025-04-13T19:24:08.000000,2025-04-13T23:24:08.000000,0,5,Sunday,1,6.0,4.0,10.0,0,2025-15
CR-1489,Frequent account lockouts for multiple users,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,On Hold,Low,Medium,Low,Medium,2025-04-14T23:55:14.000000,,,0,1,Monday,1,,,,0,2025-16
CR-1490,Intermittent login issues after password changes,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-14T10:08:18.000000,2025-04-14T18:08:18.000000,2025-04-15T19:08:18.000000,1,1,Monday,0,8.0,25.0,33.0,1,2025-16
CR-1491,Periodic issues with remote desktop sessions not reconnecting,Data,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,High,High,2025-04-14T17:45:36.000000,2025-04-14T21:45:36.000000,2025-04-15T06:45:36.000000,0,5,Monday,1,4.0,9.0,13.0,1,2025-16
CR-1492,Frequent VPN disconnections during peak hours,Access,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-04-14T01:10:05.000000,2025-04-14T07:10:05.000000,2025-04-14T15:10:05.000000,0,3,Monday,1,6.0,8.0,14.0,1,2025-16
CR-1493,Frequent errors in scheduled report generation processes,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-04-14T02:51:52.000000,2025-04-14T08:51:52.000000,2025-04-15T03:51:52.000000,0,2,Monday,1,6.0,19.0,25.0,0,2025-16
CR-1494,Session timeouts occurring too frequently for web application,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,High,Medium,High,2025-04-14T21:00:59.000000,2025-04-14T23:00:59.000000,2025-04-15T08:00:59.000000,0,2,Monday,1,2.0,9.0,11.0,1,2025-16
CR-1495,Recurring high latency reported in video conferencing sessions,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-04-14T02:53:20.000000,2025-04-14T07:53:20.000000,2025-04-14T09:53:20.000000,0,4,Monday,1,5.0,2.0,7.0,0,2025-16
CR-1496,Frequent corruption of user profiles on shared workstations,Network,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-04-14T08:52:24.000000,2025-04-14T12:52:24.000000,2025-04-14T23:52:24.000000,0,3,Monday,1,4.0,11.0,15.0,1,2025-16
CR-1497,Slow file access on shared network drives during business hours,Complaint,Iron Man,Iron Man,Avengers,Service C,New,High,High,Medium,Medium,2025-04-14T05:28:53.000000,,,0,3,Monday,1,,,,0,2025-16
CR-1498,Recurring high latency reported in video conferencing sessions,Software,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-04-14T02:37:25.000000,2025-04-14T05:37:25.000000,2025-04-14T16:37:25.000000,0,3,Monday,1,3.0,11.0,14.0,1,2025-16
CR-1499,Intermittent login issues after password changes,Complaint,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,High,2025-04-14T22:27:57.000000,2025-04-15T02:27:57.000000,2025-04-15T20:27:57.000000,1,3,Monday,0,4.0,18.0,22.0,1,2025-16
CR-1500,Random failures in software deployment to endpoints,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-04-14T12:09:02.000000,2025-04-14T19:09:02.000000,2025-04-16T00:09:02.000000,0,2,Monday,1,7.0,29.0,36.0,1,2025-16
CR-1501,Random loss of mapped network drives on login,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-04-14T12:51:51.000000,2025-04-14T18:51:51.000000,2025-04-15T04:51:51.000000,0,5,Monday,1,6.0,10.0,16.0,1,2025-16
CR-1502,Scheduled batch jobs failing intermittently without clear error,Access,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-14T18:35:16.000000,2025-04-15T01:35:16.000000,2025-04-16T07:35:16.000000,0,2,Monday,1,7.0,30.0,37.0,1,2025-16
CR-1503,Recurring high latency reported in video conferencing sessions,Hardware,Neo,Neo,Matrix,Service C,On Hold,Low,Low,Low,Low,2025-04-14T02:33:05.000000,,,0,0,Monday,1,,,,0,2025-16
CR-1504,Frequent issues with file version conflicts on shared drives,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,High,2025-04-15T14:01:58.000000,2025-04-15T19:01:58.000000,2025-04-16T08:01:58.000000,0,3,Tuesday,1,5.0,13.0,18.0,1,2025-16
CR-1505,Recurring performance issues on storage system,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-04-15T01:39:44.000000,2025-04-15T08:39:44.000000,2025-04-16T10:39:44.000000,0,2,Tuesday,1,7.0,26.0,33.0,1,2025-16
CR-1506,Session timeouts occurring too frequently for web application,Data,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Low,Low,2025-04-15T13:47:49.000000,2025-04-15T17:47:49.000000,2025-04-17T00:47:49.000000,0,2,Tuesday,1,4.0,31.0,35.0,1,2025-16
CR-1507,Recurring problems with email calendar synchronization,Network,Batman,Batman,Matrix,Service A,New,High,High,High,High,2025-04-15T15:18:13.000000,,,0,3,Tuesday,1,,,,0,2025-16
CR-1508,Intermittent login issues after password changes,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-04-15T13:03:41.000000,2025-04-15T15:03:41.000000,2025-04-16T21:03:41.000000,0,2,Tuesday,1,2.0,30.0,32.0,1,2025-16
CR-1509,Intermittent connectivity issues to cloud-hosted applications,Hardware,Batman,Batman,Matrix,Service C,Closed,Low,Critical,High,High,2025-04-15T14:15:30.000000,2025-04-15T20:15:30.000000,2025-04-16T07:15:30.000000,0,4,Tuesday,1,6.0,11.0,17.0,1,2025-16
CR-1510,Intermittent authentication failures for single sign-on,Software,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-04-15T17:27:45.000000,2025-04-15T22:27:45.000000,2025-04-16T01:27:45.000000,0,4,Tuesday,1,5.0,3.0,8.0,0,2025-16
CR-1511,Random loss of mapped network drives on login,Access,John Cena,John Cena,Matrix,Service B,Closed,Medium,High,High,Medium,2025-04-15T07:24:27.000000,2025-04-15T14:24:27.000000,2025-04-16T01:24:27.000000,0,3,Tuesday,1,7.0,11.0,18.0,1,2025-16
CR-1512,Unstable connection to remote branches over WAN,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-15T01:00:55.000000,2025-04-15T08:00:55.000000,2025-04-16T09:00:55.000000,0,1,Tuesday,1,7.0,25.0,32.0,1,2025-16
CR-1513,Frequent corruption of user profiles on shared workstations,Complaint,John Wick,John Wick,Matrix,Service B,In Progress,Medium,High,High,High,2025-04-15T08:19:47.000000,2025-04-15T13:19:47.000000,,0,2,Tuesday,1,5.0,,,0,2025-16
CR-1514,Random freezing of operating system on virtual desktops,Hardware,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-04-15T05:41:07.000000,2025-04-15T07:41:07.000000,2025-04-15T10:41:07.000000,0,4,Tuesday,1,2.0,3.0,5.0,0,2025-16
CR-1515,Frequent VPN disconnections during peak hours,Data,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,High,2025-04-15T03:44:12.000000,2025-04-15T11:44:12.000000,2025-04-15T17:44:12.000000,0,2,Tuesday,1,8.0,6.0,14.0,0,2025-16
CR-1516,Intermittent authentication failures for single sign-on,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-04-15T02:18:47.000000,2025-04-15T07:18:47.000000,2025-04-16T15:18:47.000000,0,2,Tuesday,1,5.0,32.0,37.0,1,2025-16
CR-1517,Intermittent access issues to HR web portal,Failure,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-04-15T00:22:26.000000,2025-04-15T02:22:26.000000,2025-04-15T04:22:26.000000,0,4,Tuesday,1,2.0,2.0,4.0,0,2025-16
CR-1518,Random application crashes on client workstations,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,High,High,High,2025-04-15T07:47:06.000000,2025-04-15T13:47:06.000000,2025-04-16T08:47:06.000000,0,3,Tuesday,1,6.0,19.0,25.0,1,2025-16
CR-1519,Recurring time synchronization issues across servers,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-15T13:59:51.000000,2025-04-15T21:59:51.000000,2025-04-16T03:59:51.000000,0,3,Tuesday,1,8.0,6.0,14.0,1,2025-16
CR-1520,Unreliable backup completion for certain file shares,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-04-15T07:29:57.000000,2025-04-15T12:29:57.000000,2025-04-16T04:29:57.000000,0,2,Tuesday,1,5.0,16.0,21.0,0,2025-16
CR-1521,Frequent VPN disconnections during peak hours,Software,Loki,Loki,Avengers,Service B,In Progress,Medium,Low,Low,Low,2025-04-15T04:28:58.000000,2025-04-15T07:28:58.000000,,0,0,Tuesday,1,3.0,,,0,2025-16
CR-1522,Recurring disk space shortages on application servers,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-04-15T06:32:35.000000,2025-04-15T08:32:35.000000,2025-04-16T02:32:35.000000,0,2,Tuesday,1,2.0,18.0,20.0,0,2025-16
CR-1523,Recurring time synchronization issues across servers,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-04-15T14:16:57.000000,2025-04-15T17:16:57.000000,2025-04-16T08:16:57.000000,0,2,Tuesday,1,3.0,15.0,18.0,0,2025-16
CR-1524,Inconsistent access to archived email system,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,High,Medium,High,2025-04-15T14:31:13.000000,2025-04-15T21:31:13.000000,2025-04-16T21:31:13.000000,0,2,Tuesday,1,7.0,24.0,31.0,1,2025-16
CR-1525,Recurring disk space shortages on application servers,Complaint,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,Medium,High,2025-04-15T02:43:38.000000,2025-04-15T05:43:38.000000,2025-04-15T14:43:38.000000,1,5,Tuesday,0,3.0,9.0,12.0,1,2025-16
CR-1526,Recurring performance issues on storage system,Network,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-04-15T23:33:53.000000,2025-04-16T06:33:53.000000,2025-04-16T18:33:53.000000,0,3,Tuesday,1,7.0,12.0,19.0,1,2025-16
CR-1527,Intermittent email delivery delays to external domains,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-16T00:25:16.000000,2025-04-16T06:25:16.000000,2025-04-16T08:25:16.000000,0,4,Wednesday,1,6.0,2.0,8.0,0,2025-16
CR-1528,Session timeouts occurring too frequently for web application,Hardware,Neo,Neo,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-04-16T22:03:53.000000,2025-04-17T00:03:53.000000,2025-04-17T16:03:53.000000,0,1,Wednesday,1,2.0,16.0,18.0,0,2025-16
CR-1529,Recurring performance degradation on core banking application,Data,John Wick,John Wick,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-16T20:52:41.000000,2025-04-17T01:52:41.000000,2025-04-19T13:52:41.000000,1,1,Wednesday,0,5.0,60.0,65.0,1,2025-16
CR-1530,Random freezing of operating system on virtual desktops,Network,Captain America,Captain America,Avengers,Service C,Closed,High,High,High,High,2025-04-16T12:55:44.000000,2025-04-16T14:55:44.000000,2025-04-17T03:55:44.000000,1,2,Wednesday,0,2.0,13.0,15.0,1,2025-16
CR-1531,Intermittent access issues to HR web portal,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-16T19:05:06.000000,2025-04-17T02:05:06.000000,2025-04-18T04:05:06.000000,1,1,Wednesday,0,7.0,26.0,33.0,1,2025-16
CR-1532,Inconsistent access to archived email system,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-04-16T07:37:20.000000,2025-04-16T12:37:20.000000,2025-04-17T23:37:20.000000,0,1,Wednesday,1,5.0,35.0,40.0,0,2025-16
CR-1533,Recurring disk space shortages on application servers,Data,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-04-16T19:17:23.000000,2025-04-16T23:17:23.000000,2025-04-17T07:17:23.000000,1,2,Wednesday,0,4.0,8.0,12.0,0,2025-16
CR-1534,Recurring disk space shortages on application servers,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-04-16T05:29:22.000000,2025-04-16T08:29:22.000000,2025-04-18T15:29:22.000000,0,1,Wednesday,1,3.0,55.0,58.0,1,2025-16
CR-1535,Unstable Wi-Fi coverage in specific office area,Network,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-04-16T13:01:45.000000,2025-04-16T15:01:45.000000,2025-04-17T09:01:45.000000,0,1,Wednesday,1,2.0,18.0,20.0,0,2025-16
CR-1536,Recurring SSL certificate errors for internal applications,Hardware,Batman,Batman,Matrix,Service A,On Hold,Medium,Medium,Medium,Low,2025-04-16T18:37:01.000000,,,0,2,Wednesday,1,,,,0,2025-16
CR-1537,Random failures in software deployment to endpoints,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-04-16T00:34:23.000000,2025-04-16T06:34:23.000000,2025-04-17T18:34:23.000000,1,2,Wednesday,0,6.0,36.0,42.0,1,2025-16
CR-1538,Recurring printer spooler service failures on print server,Failure,Thor,Thor,Avengers,Service B,Closed,Low,High,High,Medium,2025-04-16T15:38:10.000000,2025-04-16T18:38:10.000000,2025-04-17T12:38:10.000000,0,2,Wednesday,1,3.0,18.0,21.0,1,2025-16
CR-1539,Periodic issues with remote desktop sessions not reconnecting,Network,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-04-16T15:02:59.000000,2025-04-16T22:02:59.000000,2025-04-17T03:02:59.000000,0,5,Wednesday,1,7.0,5.0,12.0,1,2025-16
CR-1540,Recurring time synchronization issues across servers,Failure,John Wick,John Wick,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-04-16T08:14:42.000000,2025-04-16T16:14:42.000000,2025-04-17T17:14:42.000000,0,1,Wednesday,1,8.0,25.0,33.0,1,2025-16
CR-1541,Frequent issues with file version conflicts on shared drives,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,High,2025-04-16T07:28:04.000000,2025-04-16T14:28:04.000000,2025-04-16T15:28:04.000000,0,5,Wednesday,1,7.0,1.0,8.0,0,2025-16
CR-1542,Frequent VPN disconnections during peak hours,Failure,Loki,Loki,Avengers,Service B,New,Medium,Medium,Medium,Low,2025-04-16T05:35:12.000000,,,0,2,Wednesday,1,,,,0,2025-16
