Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-2151,Configure alerts for reporting dashboard thresholds.,Failure,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-24T05:00:09.000000,2025-01-24T11:00:09.000000,2025-01-24T20:00:09.000000,0,4,Friday,1,6.0,9.0,15.0,1
CR-2152,Request to create container image repository for DevOps team.,Network,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-24T10:38:25.000000,2025-01-24T15:38:25.000000,2025-01-24T20:38:25.000000,0,4,Friday,1,5.0,5.0,10.0,1
CR-2153,Configure alerts for reporting dashboard thresholds.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,On Hold,High,High,High,Medium,2025-01-24T06:31:27.000000,,,0,3,Friday,1,0.0,0.0,0.0,0
CR-2154,Request to install Python libraries on student laptops.,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-24T11:57:42.000000,2025-01-24T17:57:42.000000,2025-01-25T05:57:42.000000,0,5,Friday,1,6.0,12.0,18.0,1
CR-2155,Enable port redirection for database replication tasks.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,High,2025-01-24T11:05:38.000000,2025-01-24T18:05:38.000000,2025-01-25T18:05:38.000000,0,3,Friday,1,7.0,24.0,31.0,1
CR-2156,Upgrade virtual machine specs for training platform.,Failure,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-24T19:33:15.000000,2025-01-24T23:33:15.000000,2025-01-25T09:33:15.000000,0,5,Friday,1,4.0,10.0,14.0,1
CR-2157,Enable multi-factor authentication for remote developers.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-01-24T13:40:16.000000,2025-01-24T15:40:16.000000,2025-01-25T00:40:16.000000,0,3,Friday,1,2.0,9.0,11.0,1
CR-2158,Enable multi-factor authentication for remote developers.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-24T21:02:29.000000,2025-01-25T04:02:29.000000,2025-01-26T07:02:29.000000,0,2,Friday,1,7.0,27.0,34.0,1
CR-2159,Request to access internal SharePoint site for the Finance department.,Data,Captain America,Captain America,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-01-24T13:59:48.000000,2025-01-24T18:59:48.000000,2025-01-25T05:59:48.000000,1,2,Friday,0,5.0,11.0,16.0,0
CR-2160,Re-enable accounts for recent employee returning after leave.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-01-24T19:25:13.000000,2025-01-25T02:25:13.000000,2025-01-25T12:25:13.000000,0,5,Friday,1,7.0,10.0,17.0,1
CR-2161,Backup and restore files deleted by mistake on shared drive.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,High,Medium,2025-01-24T06:58:57.000000,2025-01-24T09:58:57.000000,2025-01-25T00:58:57.000000,0,3,Friday,1,3.0,15.0,18.0,0
CR-2162,Upgrade virtual machine specs for training platform.,Data,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-01-24T22:33:26.000000,2025-01-25T06:33:26.000000,2025-01-28T05:33:26.000000,0,1,Friday,1,8.0,71.0,79.0,1
CR-2163,Document retention policy modification for compliance purposes.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-01-24T16:17:48.000000,2025-01-24T21:17:48.000000,2025-01-26T02:17:48.000000,0,1,Friday,1,5.0,29.0,34.0,1
CR-2164,Grant access to restricted database for data analytics intern.,Software,Loki,Loki,Avengers,Service C,Closed,Low,High,High,Medium,2025-01-24T13:35:54.000000,2025-01-24T16:35:54.000000,2025-01-25T08:35:54.000000,0,3,Friday,1,3.0,16.0,19.0,0
CR-2165,Enable multi-factor authentication for remote developers.,Failure,Loki,Loki,Avengers,Service B,New,Low,Low,Low,Low,2025-01-24T22:33:13.000000,,,0,1,Friday,1,0.0,0.0,0.0,0
CR-2166,Request for extended quota on shared email inbox.,Data,Thor,Thor,Avengers,Service C,On Hold,Low,High,High,High,2025-01-24T21:15:40.000000,,,0,3,Friday,1,0.0,0.0,0.0,0
CR-2167,Configuration update needed for internal voice gateway routing.,Facilities,Batman,Batman,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-01-24T23:23:42.000000,2025-01-25T02:23:42.000000,2025-01-26T11:23:42.000000,1,1,Friday,0,3.0,33.0,36.0,1
CR-2168,Install Adobe Creative Suite on workstation for design team.,Network,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-01-24T17:19:23.000000,2025-01-24T23:19:23.000000,2025-01-25T22:19:23.000000,0,3,Friday,1,6.0,23.0,29.0,1
CR-2169,Request for secure deletion of files on retired desktops.,Software,John Cena,John Cena,Matrix,Service C,New,Medium,Low,Low,Low,2025-01-24T14:11:54.000000,,,0,0,Friday,1,0.0,0.0,0.0,0
CR-2170,Request for temporary guest access to internal intranet services.,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-24T01:13:33.000000,2025-01-24T04:13:33.000000,2025-01-24T12:13:33.000000,0,4,Friday,1,3.0,8.0,11.0,1
CR-2171,Enable multi-factor authentication for remote developers.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-24T19:32:30.000000,2025-01-25T02:32:30.000000,2025-01-25T16:32:30.000000,0,2,Friday,1,7.0,14.0,21.0,0
CR-2172,Request for secure deletion of files on retired desktops.,Hardware,John Wick,John Wick,Matrix,Service B,Closed,Medium,High,High,Medium,2025-01-24T19:54:48.000000,2025-01-25T01:54:48.000000,2025-01-25T11:54:48.000000,0,3,Friday,1,6.0,10.0,16.0,0
CR-2173,Replace hardware for malfunctioning conference room equipment.,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Low,Low,Low,2025-01-24T19:51:46.000000,2025-01-25T00:51:46.000000,2025-01-27T12:51:46.000000,0,0,Friday,1,5.0,60.0,65.0,1
CR-2174,Request to create container image repository for DevOps team.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-01-24T08:23:59.000000,2025-01-24T14:23:59.000000,2025-01-25T17:23:59.000000,0,2,Friday,1,6.0,27.0,33.0,1
CR-2175,Provisioning of VPN access for third-party vendor consultants.,Failure,Hulk,Hulk,Avengers,Service A,New,Low,High,High,High,2025-01-24T09:20:59.000000,,,0,3,Friday,1,0.0,0.0,0.0,0
CR-2176,Request to access internal SharePoint site for the Finance department.,Failure,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,Medium,High,2025-01-24T17:01:21.000000,2025-01-24T19:01:21.000000,2025-01-24T21:01:21.000000,0,4,Friday,1,2.0,2.0,4.0,0
CR-2177,Activate mobile application access for workflow approvals.,Complaint,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-01-24T15:50:44.000000,2025-01-24T22:50:44.000000,2025-01-26T08:50:44.000000,1,1,Friday,0,7.0,34.0,41.0,1
CR-2178,Create subdomain for new departmental website launch.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-24T17:36:53.000000,2025-01-24T22:36:53.000000,2025-01-25T02:36:53.000000,0,3,Friday,1,5.0,4.0,9.0,0
CR-2179,Request to install Python libraries on student laptops.,Access,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,Medium,2025-01-24T04:15:47.000000,2025-01-24T09:15:47.000000,2025-01-24T19:15:47.000000,0,3,Friday,1,5.0,10.0,15.0,0
CR-2180,Request for cloud storage account provisioning for upcoming project.,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,Medium,2025-01-24T20:58:21.000000,2025-01-25T02:58:21.000000,2025-01-25T15:58:21.000000,0,3,Friday,1,6.0,13.0,19.0,0
CR-2181,Configure alerts for reporting dashboard thresholds.,Access,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-01-24T22:12:27.000000,2025-01-25T03:12:27.000000,2025-01-25T09:12:27.000000,0,3,Friday,1,5.0,6.0,11.0,1
CR-2182,Request to enable remote access to on-site servers.,Data,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-01-24T21:52:29.000000,2025-01-25T02:52:29.000000,2025-01-26T01:52:29.000000,0,2,Friday,1,5.0,23.0,28.0,1
CR-2183,Request to create test environment for application testing.,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,High,High,High,2025-01-24T06:10:45.000000,2025-01-24T08:10:45.000000,2025-01-25T01:10:45.000000,0,2,Friday,1,2.0,17.0,19.0,1
CR-2184,Request for extended quota on shared email inbox.,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-01-24T18:08:19.000000,2025-01-24T20:08:19.000000,2025-01-27T05:08:19.000000,0,0,Friday,1,2.0,57.0,59.0,1
CR-2185,Update public holiday calendar in corporate Outlook accounts.,Network,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-01-24T00:21:41.000000,2025-01-24T07:21:41.000000,2025-01-24T14:21:41.000000,0,4,Friday,1,7.0,7.0,14.0,1
CR-2186,Request to move group mailbox ownership to new manager.,Network,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-24T10:35:53.000000,2025-01-24T14:35:53.000000,2025-01-24T19:35:53.000000,1,5,Friday,0,4.0,5.0,9.0,1
CR-2187,Create custom email signature for company branding.,Access,Batman,Batman,Matrix,Service A,Closed,Medium,High,High,Medium,2025-01-25T23:11:37.000000,2025-01-26T02:11:37.000000,2025-01-26T19:11:37.000000,0,3,Saturday,1,3.0,17.0,20.0,1
CR-2188,User asking for permissions to install additional software.,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-01-25T05:56:06.000000,2025-01-25T13:56:06.000000,2025-01-26T09:56:06.000000,0,3,Saturday,1,8.0,20.0,28.0,1
CR-2189,Add two new access points to the office Wi-Fi network.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,High,2025-01-25T20:18:54.000000,2025-01-26T01:18:54.000000,2025-01-27T01:18:54.000000,0,2,Saturday,1,5.0,24.0,29.0,1
CR-2190,Request to move group mailbox ownership to new manager.,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-01-25T23:42:22.000000,2025-01-26T02:42:22.000000,2025-01-27T07:42:22.000000,0,1,Saturday,1,3.0,29.0,32.0,1
CR-2191,Grant access to restricted database for data analytics intern.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-25T10:09:09.000000,2025-01-25T16:09:09.000000,2025-01-27T03:09:09.000000,0,1,Saturday,1,6.0,35.0,41.0,1
CR-2192,Update public holiday calendar in corporate Outlook accounts.,Software,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,High,2025-01-25T11:36:03.000000,2025-01-25T14:36:03.000000,2025-01-26T11:36:03.000000,0,2,Saturday,1,3.0,21.0,24.0,1
CR-2193,Request for secure deletion of files on retired desktops.,Data,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-01-25T20:29:20.000000,2025-01-26T03:29:20.000000,2025-01-26T13:29:20.000000,1,3,Saturday,0,7.0,10.0,17.0,1
CR-2194,Change access rights on shared folder for team lead.,Software,Captain America,Captain America,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-25T21:46:21.000000,2025-01-26T04:46:21.000000,2025-01-27T14:46:21.000000,0,1,Saturday,1,7.0,34.0,41.0,1
CR-2195,Replace hardware for malfunctioning conference room equipment.,Network,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-01-25T11:54:54.000000,2025-01-25T15:54:54.000000,2025-01-26T05:54:54.000000,0,1,Saturday,1,4.0,14.0,18.0,0
CR-2196,Upgrade virtual machine specs for training platform.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Critical,High,High,2025-01-25T06:51:31.000000,2025-01-25T13:51:31.000000,2025-01-25T18:51:31.000000,0,3,Saturday,1,7.0,5.0,12.0,1
CR-2197,Update employee badge photo in internal directory.,Data,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-25T02:32:28.000000,2025-01-25T05:32:28.000000,2025-01-25T06:32:28.000000,0,4,Saturday,1,3.0,1.0,4.0,0
CR-2198,Request to delete unused virtual machines in non-production environment.,Data,Captain America,Captain America,Avengers,Service B,Closed,Low,High,Medium,High,2025-01-25T03:23:39.000000,2025-01-25T07:23:39.000000,2025-01-25T23:23:39.000000,0,2,Saturday,1,4.0,16.0,20.0,0
CR-2199,Enable high-availability configuration on two production servers.,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Low,Low,Low,2025-01-25T02:19:20.000000,2025-01-25T04:19:20.000000,2025-01-27T12:19:20.000000,0,0,Saturday,1,2.0,56.0,58.0,1
CR-2200,User asking for permissions to install additional software.,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-01-25T07:29:34.000000,2025-01-25T12:29:34.000000,2025-01-26T11:29:34.000000,0,3,Saturday,1,5.0,23.0,28.0,1
CR-2201,Request to delete unused virtual machines in non-production environment.,Hardware,Neo,Neo,Matrix,Service C,Closed,Low,High,High,High,2025-01-25T06:05:49.000000,2025-01-25T08:05:49.000000,2025-01-25T22:05:49.000000,0,2,Saturday,1,2.0,14.0,16.0,0
CR-2202,Request for cloud storage account provisioning for upcoming project.,Software,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,High,2025-01-25T15:36:12.000000,2025-01-25T21:36:12.000000,2025-01-26T16:36:12.000000,0,2,Saturday,1,6.0,19.0,25.0,1
CR-2203,Setup repository access for junior developers.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Low,Low,Low,2025-01-25T10:45:00.000000,2025-01-25T18:45:00.000000,2025-01-28T11:45:00.000000,1,0,Saturday,0,8.0,65.0,73.0,1
CR-2204,Request to access internal SharePoint site for the Finance department.,Data,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-01-25T22:55:20.000000,2025-01-26T05:55:20.000000,2025-01-26T06:55:20.000000,0,4,Saturday,1,7.0,1.0,8.0,0
CR-2205,Request to create test environment for application testing.,Complaint,John Cena,John Cena,Matrix,Service C,Closed,High,Low,Low,Low,2025-01-25T04:50:24.000000,2025-01-25T08:50:24.000000,2025-01-26T10:50:24.000000,0,0,Saturday,1,4.0,26.0,30.0,0
CR-2206,Request to delete unused virtual machines in non-production environment.,Access,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-25T13:13:35.000000,2025-01-25T15:13:35.000000,2025-01-26T12:13:35.000000,0,2,Saturday,1,2.0,21.0,23.0,0
CR-2207,Provision external storage for graphics design project.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-01-25T12:58:36.000000,2025-01-25T14:58:36.000000,2025-01-26T06:58:36.000000,0,1,Saturday,1,2.0,16.0,18.0,0
CR-2208,Request to create a new distribution list for the Marketing team.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,High,High,Low,2025-01-25T20:17:58.000000,2025-01-26T01:17:58.000000,2025-01-26T19:17:58.000000,0,2,Saturday,1,5.0,18.0,23.0,1
CR-2209,Extend mailbox retention policy for legal department emails.,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-01-25T18:18:39.000000,2025-01-26T00:18:39.000000,2025-01-26T12:18:39.000000,0,1,Saturday,1,6.0,12.0,18.0,0
CR-2210,User asking for permissions to install additional software.,Access,John Wick,John Wick,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-01-25T09:28:31.000000,2025-01-25T16:28:31.000000,2025-01-26T04:28:31.000000,0,1,Saturday,1,7.0,12.0,19.0,0
CR-2211,Enable port redirection for database replication tasks.,Data,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-01-25T05:35:30.000000,2025-01-25T11:35:30.000000,2025-01-26T11:35:30.000000,0,2,Saturday,1,6.0,24.0,30.0,1
CR-2212,Troubleshoot application access issues related to role change.,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,Medium,2025-01-25T12:55:24.000000,2025-01-25T16:55:24.000000,2025-01-25T18:55:24.000000,0,5,Saturday,1,4.0,2.0,6.0,0
CR-2213,Request to delete unused virtual machines in non-production environment.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-01-25T08:42:58.000000,2025-01-25T11:42:58.000000,2025-01-26T06:42:58.000000,0,3,Saturday,1,3.0,19.0,22.0,1
CR-2214,Request to access internal SharePoint site for the Finance department.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-25T19:21:28.000000,2025-01-26T03:21:28.000000,2025-01-26T15:21:28.000000,0,5,Saturday,1,8.0,12.0,20.0,1
CR-2215,Change access rights on shared folder for team lead.,Software,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-01-25T06:41:43.000000,2025-01-25T11:41:43.000000,2025-01-26T20:41:43.000000,0,2,Saturday,1,5.0,33.0,38.0,1
CR-2216,Request to access internal SharePoint site for the Finance department.,Failure,Neo,Neo,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-01-25T06:54:44.000000,2025-01-25T12:54:44.000000,2025-01-27T09:54:44.000000,0,0,Saturday,1,6.0,45.0,51.0,0
CR-2217,Extend mailbox retention policy for legal department emails.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Medium,Medium,Low,2025-01-25T20:59:10.000000,2025-01-26T00:59:10.000000,2025-01-26T13:59:10.000000,0,2,Saturday,1,4.0,13.0,17.0,0
CR-2218,Replace hardware for malfunctioning conference room equipment.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-01-26T09:38:12.000000,2025-01-26T15:38:12.000000,2025-01-28T00:38:12.000000,0,1,Sunday,1,6.0,33.0,39.0,0
CR-2219,Enable port redirection for database replication tasks.,Failure,Loki,Loki,Avengers,Service B,Closed,High,Low,Low,Low,2025-01-26T17:25:55.000000,2025-01-27T00:25:55.000000,2025-01-28T16:25:55.000000,0,1,Sunday,1,7.0,40.0,47.0,0
CR-2220,Request to delete unused virtual machines in non-production environment.,Network,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-01-26T03:12:04.000000,2025-01-26T10:12:04.000000,2025-01-27T14:12:04.000000,0,2,Sunday,1,7.0,28.0,35.0,1
CR-2221,Request to create a new distribution list for the Marketing team.,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,High,2025-01-26T20:09:53.000000,2025-01-27T04:09:53.000000,2025-01-27T10:09:53.000000,0,3,Sunday,1,8.0,6.0,14.0,0
CR-2222,Upgrade workstation RAM for improved video editing performance.,Access,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-26T00:57:22.000000,2025-01-26T05:57:22.000000,2025-01-26T10:57:22.000000,0,4,Sunday,1,5.0,5.0,10.0,1
CR-2223,Request to add new printer to network for HR department.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-01-26T18:31:57.000000,2025-01-27T01:31:57.000000,2025-01-27T13:31:57.000000,0,5,Sunday,1,7.0,12.0,19.0,1
CR-2224,Reassign ownership of project management tools to new team lead.,Complaint,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-01-26T13:43:31.000000,2025-01-26T18:43:31.000000,2025-01-27T00:43:31.000000,0,3,Sunday,1,5.0,6.0,11.0,1
CR-2225,Extend mailbox retention policy for legal department emails.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-01-26T19:12:12.000000,2025-01-26T22:12:12.000000,2025-01-28T07:12:12.000000,1,1,Sunday,0,3.0,33.0,36.0,0
CR-2226,Request for secure deletion of files on retired desktops.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-01-26T12:56:37.000000,2025-01-26T17:56:37.000000,2025-01-27T17:56:37.000000,0,3,Sunday,1,5.0,24.0,29.0,1
