Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0004156,Request change of username after name change,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-15T21:50:46.000000,2025-02-15T23:50:46.000000,2025-02-16T18:50:46.000000,0,Saturday
SR-0004157,Request access to internal SharePoint site,Network,Hulk,Hulk,Avengers,Service B,Closed,High,High,High,Medium,2025-02-15T09:58:47.000000,2025-02-15T17:58:47.000000,2025-02-16T08:58:47.000000,5,Saturday
SR-0004158,Request setup of automatic out-of-office reply,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,On Hold,Medium,High,High,Medium,2025-02-15T11:47:43.000000,,,3,Saturday
SR-0004159,Request new headset for VoIP phone,Failure,Iron Man,Iron Man,Avengers,Service C,New,Low,Medium,Medium,Medium,2025-02-15T04:31:37.000000,,,2,Saturday
SR-0004160,Request access to analytics platform,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,Low,2025-02-15T08:33:42.000000,2025-02-15T15:33:42.000000,2025-02-16T06:33:42.000000,0,Saturday
SR-0004161,Request access to incident management dashboard,Network,Thor,Thor,Avengers,Service B,Closed,Low,Low,Low,Low,2025-02-15T16:52:06.000000,2025-02-15T23:52:06.000000,2025-02-18T11:52:06.000000,2,Saturday
SR-0004162,Request new mobile phone and SIM card,Network,Loki,Loki,Avengers,Service C,In Progress,Low,High,High,High,2025-02-15T19:15:12.000000,2025-02-15T23:15:12.000000,,3,Saturday
SR-0004163,Request creation of generic team account,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,High,2025-02-15T04:28:10.000000,2025-02-15T07:28:10.000000,2025-02-15T22:28:10.000000,3,Saturday
SR-0004164,Request access to secure printing functionality,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-15T04:23:07.000000,2025-02-15T10:23:07.000000,2025-02-16T21:23:07.000000,4,Saturday
SR-0004165,Request access to shared network drive,Hardware,Iron Man,Iron Man,Avengers,Service B,In Progress,Low,Medium,Low,Medium,2025-02-15T03:08:57.000000,2025-02-15T07:08:57.000000,,0,Saturday
SR-0004166,Request access to remote desktop environment,Access,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-02-15T21:30:19.000000,2025-02-16T03:30:19.000000,2025-02-16T14:30:19.000000,5,Saturday
SR-0004167,Request access to document management system,Hardware,John Wick,John Wick,Matrix,Service B,On Hold,High,Medium,Medium,Medium,2025-02-15T00:12:38.000000,,,0,Saturday
SR-0004168,Request access to corporate Wi-Fi for guest user,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-02-15T04:34:57.000000,2025-02-15T10:34:57.000000,2025-02-15T12:34:57.000000,1,Saturday
SR-0004169,Request new conference call bridge details,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-02-15T23:38:23.000000,2025-02-16T02:38:23.000000,2025-02-17T08:38:23.000000,0,Saturday
SR-0004170,Request laptop docking station setup,Data,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-02-15T04:30:05.000000,2025-02-15T10:30:05.000000,2025-02-16T02:30:05.000000,1,Saturday
SR-0004171,Request new user account for external vendor,Access,Loki,Loki,Avengers,Service C,Closed,Low,High,High,Medium,2025-02-15T17:55:03.000000,2025-02-16T00:55:03.000000,2025-02-16T06:55:03.000000,4,Saturday
SR-0004172,Request configuration of network drive mapping,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,Medium,High,2025-02-15T00:24:23.000000,2025-02-15T07:24:23.000000,2025-02-15T14:24:23.000000,1,Saturday
SR-0004173,Request access to archived email data,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-02-15T17:18:56.000000,,,4,Saturday
SR-0004174,Request new conference call bridge details,Facilities,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-02-15T06:00:31.000000,2025-02-15T11:00:31.000000,2025-02-16T12:00:31.000000,1,Saturday
SR-0004175,Request upgrade from standard to power user profile,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-02-15T01:39:20.000000,2025-02-15T05:39:20.000000,2025-02-16T09:39:20.000000,4,Saturday
SR-0004176,Request access to archived email data,Network,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-02-15T17:37:11.000000,2025-02-15T20:37:11.000000,2025-02-18T18:37:11.000000,5,Saturday
SR-0004177,Request shared mailbox creation for team,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,High,Medium,High,2025-02-15T05:14:32.000000,2025-02-15T07:14:32.000000,2025-02-15T21:14:32.000000,1,Saturday
SR-0004178,Request modification of access rights on shared folder,Facilities,John Wick,John Wick,Matrix,Service B,New,Low,Critical,High,High,2025-02-15T10:45:23.000000,,,2,Saturday
SR-0004179,Request configuration of Teams/meeting room equipment,Data,John Wick,John Wick,Matrix,Service B,On Hold,Medium,Critical,High,High,2025-02-15T03:58:49.000000,,,5,Saturday
SR-0004180,Request change of default browser on workstation,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,High,2025-02-15T23:55:06.000000,2025-02-16T06:55:06.000000,2025-02-17T05:55:06.000000,4,Saturday
SR-0004181,Request change of default printer settings,Network,Hulk,Hulk,Avengers,Service A,New,Medium,Low,Low,Low,2025-02-15T03:35:08.000000,,,3,Saturday
SR-0004182,Request extension of mailbox storage quota,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-02-15T08:50:04.000000,2025-02-15T10:50:04.000000,2025-02-17T07:50:04.000000,1,Saturday
SR-0004183,Request creation of new project folder on file server,Hardware,Captain America,Captain America,Avengers,Service B,New,Medium,Low,Low,Low,2025-02-15T01:40:31.000000,,,4,Saturday
SR-0004184,Request access to shared network drive,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Medium,Medium,Low,Medium,2025-02-15T23:58:41.000000,,,4,Saturday
SR-0004185,Request access to finance application,Network,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-02-15T09:52:36.000000,2025-02-15T11:52:36.000000,2025-02-15T17:52:36.000000,0,Saturday
SR-0004186,Request new headset for VoIP phone,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-15T20:14:11.000000,2025-02-16T04:14:11.000000,2025-02-16T14:14:11.000000,1,Saturday
SR-0004187,Request shared mailbox creation for team,Hardware,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,Medium,2025-02-15T22:38:54.000000,2025-02-16T00:38:54.000000,2025-02-16T12:38:54.000000,3,Saturday
SR-0004188,Request upgrade of laptop memory,Failure,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-02-15T07:00:30.000000,2025-02-15T13:00:30.000000,2025-02-15T19:00:30.000000,4,Saturday
SR-0004189,Request access to secure printing functionality,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-15T00:35:25.000000,2025-02-15T07:35:25.000000,2025-02-15T15:35:25.000000,4,Saturday
SR-0004190,Request new mobile phone and SIM card,Data,Thor,Thor,Avengers,Service B,In Progress,Medium,Critical,High,Medium,2025-02-15T21:31:10.000000,2025-02-16T00:31:10.000000,,2,Saturday
SR-0004191,Request addition to security group for application access,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,In Progress,Medium,Medium,Medium,Medium,2025-02-15T03:21:26.000000,2025-02-15T07:21:26.000000,,1,Saturday
SR-0004192,Request password reset for user account,Data,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-02-15T07:29:50.000000,2025-02-15T13:29:50.000000,2025-02-15T14:29:50.000000,0,Saturday
SR-0004193,Request new mobile phone and SIM card,Failure,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,High,High,2025-02-15T06:56:36.000000,2025-02-15T12:56:36.000000,2025-02-15T19:56:36.000000,2,Saturday
SR-0004194,Request creation of service account for application,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-02-15T13:10:38.000000,2025-02-15T16:10:38.000000,2025-02-16T22:10:38.000000,0,Saturday
SR-0004195,Request access to finance application,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-02-15T21:21:41.000000,2025-02-15T23:21:41.000000,2025-02-17T06:21:41.000000,4,Saturday
SR-0004196,Request new phone extension for employee,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,New,High,Low,Low,Low,2025-02-15T14:55:18.000000,,,1,Saturday
SR-0004197,Request installation of approved software on workstation,Facilities,John Cena,John Cena,Matrix,Service B,On Hold,High,Medium,Medium,Low,2025-02-15T07:47:58.000000,,,3,Saturday
SR-0004198,Request setup of new workstation at office desk,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Low,Low,2025-02-15T18:08:16.000000,2025-02-16T02:08:16.000000,2025-02-17T00:08:16.000000,1,Saturday
SR-0004199,Request change of default browser on workstation,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,High,High,High,2025-02-15T18:39:23.000000,2025-02-15T22:39:23.000000,2025-02-16T13:39:23.000000,3,Saturday
SR-0004200,Request unblocking of email attachment type,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-02-15T19:29:34.000000,2025-02-15T22:29:34.000000,2025-02-16T09:29:34.000000,1,Saturday
SR-0004201,Request new virtual machine for project testing,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-02-15T06:56:26.000000,2025-02-15T13:56:26.000000,2025-02-17T02:56:26.000000,2,Saturday
SR-0004202,Request new virtual machine for project testing,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-02-15T01:12:11.000000,2025-02-15T04:12:11.000000,2025-02-16T08:12:11.000000,3,Saturday
SR-0004203,Request temporary admin rights for software installation,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-02-15T09:50:38.000000,2025-02-15T12:50:38.000000,2025-02-15T23:50:38.000000,4,Saturday
SR-0004204,Request access to archived email data,Network,Iron Man,Iron Man,Avengers,Service B,In Progress,Medium,High,Medium,High,2025-02-15T02:18:27.000000,2025-02-15T04:18:27.000000,,5,Saturday
SR-0004205,Request license assignment for Office suite,Hardware,Loki,Loki,Avengers,Service C,Closed,High,High,Medium,High,2025-02-15T14:47:42.000000,2025-02-15T21:47:42.000000,2025-02-16T03:47:42.000000,4,Saturday
SR-0004206,Request access to VPN for remote work,Failure,Loki,Loki,Avengers,Service A,Closed,High,Low,Low,Low,2025-02-15T12:53:49.000000,2025-02-15T18:53:49.000000,2025-02-18T13:53:49.000000,4,Saturday
SR-0004207,Request new role assignment in CRM system,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-02-15T07:06:02.000000,2025-02-15T15:06:02.000000,2025-02-18T01:06:02.000000,3,Saturday
SR-0004208,Request shared mailbox creation for team,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,Medium,High,2025-02-15T02:30:30.000000,2025-02-15T09:30:30.000000,2025-02-15T18:30:30.000000,5,Saturday
SR-0004209,Request access to archived email data,Data,John Cena,John Cena,Matrix,Service A,In Progress,High,Low,Low,Low,2025-02-15T23:18:32.000000,2025-02-16T01:18:32.000000,,4,Saturday
SR-0004210,Request new headset for VoIP phone,Complaint,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-02-15T04:08:18.000000,2025-02-15T12:08:18.000000,2025-02-17T13:08:18.000000,5,Saturday
SR-0004211,Request removal from email distribution group,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-02-15T03:45:36.000000,2025-02-15T09:45:36.000000,2025-02-16T02:45:36.000000,5,Saturday
SR-0004212,Request modification of access rights on shared folder,Software,John Cena,John Cena,Matrix,Service C,New,Medium,High,Medium,High,2025-02-15T19:09:31.000000,,,3,Saturday
SR-0004213,Request replacement of damaged keyboard,Software,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-02-15T07:17:07.000000,2025-02-15T13:17:07.000000,2025-02-16T06:17:07.000000,4,Saturday
SR-0004214,Request new user account for external vendor,Complaint,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-02-15T01:55:08.000000,2025-02-15T09:55:08.000000,2025-02-15T13:55:08.000000,4,Saturday
SR-0004215,Request access to reporting dashboard,Network,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-02-15T07:38:50.000000,2025-02-15T12:38:50.000000,2025-02-16T17:38:50.000000,4,Saturday
SR-0004216,Request creation of service account for application,Failure,Captain America,Captain America,Avengers,Service B,New,High,Medium,Medium,Medium,2025-02-15T10:49:58.000000,,,0,Saturday
SR-0004217,Request creation of new project folder on file server,Data,John Cena,John Cena,Matrix,Service B,On Hold,Medium,Medium,Low,Medium,2025-02-15T17:54:57.000000,,,4,Saturday
SR-0004218,Request change of ownership for shared mailbox,Software,Thor,Thor,Avengers,Service B,New,Low,Critical,High,High,2025-02-15T20:25:21.000000,,,3,Saturday
SR-0004219,Request access to document management system,Network,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-02-15T05:46:20.000000,2025-02-15T11:46:20.000000,2025-02-16T18:46:20.000000,5,Saturday
SR-0004220,Request new collaboration space in Teams,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-15T17:18:36.000000,2025-02-15T23:18:36.000000,2025-02-17T07:18:36.000000,4,Saturday
SR-0004221,Request change of ownership for shared mailbox,Network,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-02-15T05:17:44.000000,2025-02-15T07:17:44.000000,2025-02-15T19:17:44.000000,4,Saturday
SR-0004222,Request access to HR system for new role,Data,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Low,Low,2025-02-15T14:06:46.000000,2025-02-15T20:06:46.000000,2025-02-17T01:06:46.000000,2,Saturday
SR-0004223,Request access to internal knowledge base portal,Software,Neo,Neo,Matrix,Service A,New,Low,Critical,High,Medium,2025-02-15T13:23:48.000000,,,3,Saturday
SR-0004224,Request replacement of broken laptop charger,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Critical,High,High,2025-02-15T00:50:52.000000,2025-02-15T03:50:52.000000,2025-02-15T04:50:52.000000,5,Saturday
SR-0004225,Request new headset for VoIP phone,Failure,Iron Man,Iron Man,Avengers,Service A,New,Medium,High,Medium,Low,2025-02-15T09:58:46.000000,,,0,Saturday
SR-0004226,Request creation of new project folder on file server,Access,Iron Man,Iron Man,Avengers,Service A,New,High,High,High,High,2025-02-15T00:06:38.000000,,,0,Saturday
SR-0004227,Request printing rights on departmental printer,Complaint,Loki,Loki,Avengers,Service C,Closed,High,High,Medium,High,2025-02-15T18:32:53.000000,2025-02-16T02:32:53.000000,2025-02-16T20:32:53.000000,1,Saturday
SR-0004228,Request access to remote desktop environment,Software,John Wick,John Wick,Matrix,Service A,Closed,Low,High,High,High,2025-02-15T14:39:20.000000,2025-02-15T16:39:20.000000,2025-02-16T12:39:20.000000,5,Saturday
SR-0004229,Request new virtual machine for project testing,Failure,Batman,Batman,Matrix,Service B,New,Medium,High,High,Medium,2025-02-15T14:10:05.000000,,,2,Saturday
SR-0004230,Request unblocking of email attachment type,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-02-15T17:37:09.000000,2025-02-15T23:37:09.000000,2025-02-16T21:37:09.000000,1,Saturday
SR-0004231,Request change of user role in business application,Network,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-02-15T18:50:24.000000,2025-02-16T01:50:24.000000,2025-02-17T09:50:24.000000,5,Saturday
SR-0004232,Request access to archived email data,Failure,Batman,Batman,Matrix,Service B,New,High,Medium,Medium,Low,2025-02-15T14:06:28.000000,,,3,Saturday
SR-0004233,Request scheduled report subscription setup,Failure,Loki,Loki,Avengers,Service C,In Progress,Medium,Medium,Medium,Medium,2025-02-16T10:20:40.000000,2025-02-16T16:20:40.000000,,3,Sunday
SR-0004234,Request new headset for VoIP phone,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-02-16T15:00:24.000000,2025-02-16T19:00:24.000000,2025-02-17T07:00:24.000000,1,Sunday
SR-0004235,Request temporary admin rights for software installation,Software,Loki,Loki,Avengers,Service C,In Progress,Low,Medium,Low,Medium,2025-02-16T06:16:04.000000,2025-02-16T11:16:04.000000,,1,Sunday
SR-0004236,Request shared folder for cross-department project,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-02-16T18:12:01.000000,2025-02-17T00:12:01.000000,2025-02-17T16:12:01.000000,2,Sunday
SR-0004237,Request new virtual machine for project testing,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,High,High,2025-02-16T04:07:45.000000,2025-02-16T12:07:45.000000,2025-02-17T00:07:45.000000,0,Sunday
SR-0004238,Request configuration of email on mobile device,Failure,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-16T13:38:48.000000,2025-02-16T18:38:48.000000,2025-02-17T00:38:48.000000,5,Sunday
SR-0004239,Request additional monitor for workstation,Network,Loki,Loki,Avengers,Service A,Closed,High,High,Medium,Medium,2025-02-16T00:20:50.000000,2025-02-16T06:20:50.000000,2025-02-16T12:20:50.000000,2,Sunday
SR-0004240,Request new laptop for employee onboarding,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,High,2025-02-16T17:20:25.000000,2025-02-16T21:20:25.000000,2025-02-17T07:20:25.000000,0,Sunday
