Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000361,Configure new SFTP connection to external partner,Failure,Hulk,Hulk,Avengers,Service E,Low,Medium,Medium,Closed,Critical,2025-05-07T07:30:21.000000,Wednesday,2025-05-07T09:30:21.000000,2025-05-08T04:30:21.000000,4
CHG-0000362,Implement new access roles in identity management system,Software,Captain America,Captain America,Avengers,Service A,Medium,Low,Medium,Closed,Low,2025-05-07T04:24:07.000000,Wednesday,2025-05-07T12:24:07.000000,2025-05-08T03:24:07.000000,3
CHG-0000363,Update SSL/TLS certificates on web servers,Data,Loki,Loki,Avengers,Service D,High,Medium,Medium,Closed,High,2025-05-07T09:31:57.000000,Wednesday,2025-05-07T17:31:57.000000,2025-05-07T22:31:57.000000,3
CHG-0000364,Implement new proxy configuration for internet access,Data,Hulk,Hulk,Avengers,Service C,Low,Medium,Low,Closed,Critical,2025-05-07T11:30:49.000000,Wednesday,2025-05-07T19:30:49.000000,2025-05-09T07:30:49.000000,5
CHG-0000365,Change email gateway configuration for spam filtering,Failure,Captain America,Captain America,Avengers,Service A,Medium,Medium,High,Closed,Low,2025-05-08T00:11:52.000000,Thursday,2025-05-08T08:11:52.000000,2025-05-08T22:11:52.000000,4
CHG-0000366,Reconfigure application timeout settings,Network,Spiderman,Spiderman,Avengers II,Service A,High,High,High,Closed,High,2025-05-09T16:44:55.000000,Friday,2025-05-09T18:44:55.000000,2025-05-10T08:44:55.000000,4
CHG-0000367,Deploy new release of core banking application,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,High,High,Closed,High,2025-05-09T04:54:29.000000,Friday,2025-05-09T06:54:29.000000,2025-05-10T17:54:29.000000,3
CHG-0000368,Adjust monitoring thresholds for critical alerts,Facilities,Spiderman,Spiderman,Avengers II,Service A,Low,High,Medium,Closed,High,2025-05-09T02:22:56.000000,Friday,2025-05-09T10:22:56.000000,2025-05-09T22:22:56.000000,1
CHG-0000369,Replace legacy file server with new storage system,Failure,Spiderman,Spiderman,Avengers II,Service C,High,Medium,Low,Closed,Medium,2025-05-09T06:41:21.000000,Friday,2025-05-09T08:41:21.000000,2025-05-09T22:41:21.000000,2
CHG-0000370,Modify VPN access policy for remote employees,Facilities,John Cena,John Cena,Matrix,Service C,Medium,Medium,Medium,Closed,Critical,2025-05-09T11:45:05.000000,Friday,2025-05-09T18:45:05.000000,2025-05-09T20:45:05.000000,0
CHG-0000371,Update SSL/TLS certificates on web servers,Hardware,Spiderman,Spiderman,Avengers II,Service E,High,Low,Medium,New,Medium,2025-05-10T05:39:49.000000,Saturday,,,1
CHG-0000372,Change configuration of web application firewall policies,Network,Spiderman,Spiderman,Avengers II,Service B,Low,Medium,Medium,Closed,Low,2025-05-10T20:57:53.000000,Saturday,2025-05-11T04:57:53.000000,2025-05-12T09:57:53.000000,5
CHG-0000373,Change load balancer configuration for improved failover,Failure,Captain America,Captain America,Avengers,Service C,Low,High,Medium,Closed,Low,2025-05-10T02:39:17.000000,Saturday,2025-05-10T06:39:17.000000,2025-05-11T07:39:17.000000,3
CHG-0000374,Modify service account permissions for application,Data,Thor,Thor,Avengers,Service A,Low,Medium,Medium,Closed,Medium,2025-05-10T16:58:08.000000,Saturday,2025-05-10T22:58:08.000000,2025-05-12T02:58:08.000000,4
CHG-0000375,Deploy hotfix for production application issue,Access,Loki,Loki,Avengers,Service A,Low,Low,High,Closed,High,2025-05-11T08:21:35.000000,Sunday,2025-05-11T14:21:35.000000,2025-05-12T20:21:35.000000,3
CHG-0000376,Modify service account permissions for application,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Medium,Low,High,Closed,Medium,2025-05-11T17:21:46.000000,Sunday,2025-05-11T23:21:46.000000,2025-05-12T16:21:46.000000,4
CHG-0000377,Deploy updated configuration for network switches,Facilities,Batman,Batman,Matrix,Service E,High,Low,Low,Closed,Medium,2025-05-12T15:13:01.000000,Monday,2025-05-12T19:13:01.000000,2025-05-13T17:13:01.000000,1
CHG-0000378,Implement new retention policy for log data,Hardware,Thor,Thor,Avengers,Service B,Medium,Low,High,On Hold,Medium,2025-05-13T03:36:34.000000,Tuesday,,,4
CHG-0000379,Update configuration for single sign-on integration,Access,Loki,Loki,Avengers,Service B,Low,Low,High,Closed,Medium,2025-05-13T22:46:52.000000,Tuesday,2025-05-14T03:46:52.000000,2025-05-14T06:46:52.000000,5
CHG-0000380,Increase disk space allocation on application server,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,High,Low,High,Closed,Medium,2025-05-13T09:35:48.000000,Tuesday,2025-05-13T17:35:48.000000,2025-05-15T05:35:48.000000,5
CHG-0000381,Upgrade operating system on middleware servers,Data,Hulk,Hulk,Avengers,Service D,Medium,Medium,Medium,Closed,Critical,2025-05-13T22:54:55.000000,Tuesday,2025-05-14T01:54:55.000000,2025-05-14T06:54:55.000000,2
CHG-0000382,Upgrade database server to latest minor version,Software,Shang Chi,Shang Chi,Avengers II,Service E,High,Low,Medium,Closed,High,2025-05-14T05:50:56.000000,Wednesday,2025-05-14T12:50:56.000000,2025-05-15T01:50:56.000000,2
CHG-0000383,Change DHCP scope settings for office network,Data,Neo,Neo,Matrix,Service C,High,High,High,In Progress,Low,2025-05-14T11:05:55.000000,Wednesday,2025-05-14T15:05:55.000000,,1
CHG-0000384,Deploy new configuration for password self-service portal,Software,Hulk,Hulk,Avengers,Service B,High,Low,Low,Closed,Medium,2025-05-14T01:00:32.000000,Wednesday,2025-05-14T09:00:32.000000,2025-05-14T18:00:32.000000,2
CHG-0000385,Implement new access roles in identity management system,Facilities,Batman,Batman,Matrix,Service C,Medium,Medium,Medium,Closed,Low,2025-05-14T04:00:57.000000,Wednesday,2025-05-14T06:00:57.000000,2025-05-15T16:00:57.000000,4
CHG-0000386,Deploy updated configuration for network switches,Hardware,Captain America,Captain America,Avengers,Service D,Low,High,Medium,Closed,Medium,2025-05-14T09:24:33.000000,Wednesday,2025-05-14T12:24:33.000000,2025-05-14T22:24:33.000000,3
CHG-0000387,Deploy updated configuration for network switches,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Medium,Medium,Closed,Low,2025-05-15T04:09:45.000000,Thursday,2025-05-15T10:09:45.000000,2025-05-15T17:09:45.000000,0
CHG-0000388,Adjust monitoring thresholds for critical alerts,Complaint,Iron Man,Iron Man,Avengers,Service D,Low,Medium,Low,In Progress,High,2025-05-15T07:02:04.000000,Thursday,2025-05-15T10:02:04.000000,,3
CHG-0000389,Change DHCP scope settings for office network,Software,John Cena,John Cena,Matrix,Service C,Medium,High,Low,Closed,Medium,2025-05-16T05:27:58.000000,Friday,2025-05-16T07:27:58.000000,2025-05-16T12:27:58.000000,2
CHG-0000390,Modify backup retention period for file shares,Facilities,Iron Man,Iron Man,Avengers,Service A,Low,High,Low,Closed,Critical,2025-05-17T21:11:00.000000,Saturday,2025-05-18T01:11:00.000000,2025-05-18T12:11:00.000000,2
CHG-0000391,Reconfigure service monitoring checks for new URLs,Access,Hulk,Hulk,Avengers,Service C,Medium,Low,Medium,Closed,Medium,2025-05-17T01:15:03.000000,Saturday,2025-05-17T05:15:03.000000,2025-05-17T14:15:03.000000,2
CHG-0000392,Upgrade operating system on middleware servers,Complaint,Loki,Loki,Avengers,Service E,Low,Low,Medium,Closed,Medium,2025-05-17T08:50:10.000000,Saturday,2025-05-17T14:50:10.000000,2025-05-17T22:50:10.000000,4
CHG-0000393,Decommission obsolete virtual machines,Complaint,Captain America,Captain America,Avengers,Service D,High,High,Low,Closed,Low,2025-05-17T07:14:13.000000,Saturday,2025-05-17T14:14:13.000000,2025-05-17T18:14:13.000000,2
CHG-0000394,Migrate user mailboxes to new email platform,Failure,Spiderman,Spiderman,Avengers II,Service B,Medium,Low,High,Closed,High,2025-05-18T00:14:51.000000,Sunday,2025-05-18T04:14:51.000000,2025-05-18T15:14:51.000000,3
CHG-0000395,Introduce new email disclaimer for outgoing messages,Data,Batman,Batman,Matrix,Service D,Low,Medium,High,Closed,Medium,2025-05-19T01:41:10.000000,Monday,2025-05-19T08:41:10.000000,2025-05-19T14:41:10.000000,5
CHG-0000396,Enable encryption at rest for database storage,Complaint,Batman,Batman,Matrix,Service B,Low,Low,High,Closed,Low,2025-05-19T16:17:41.000000,Monday,2025-05-19T22:17:41.000000,2025-05-20T09:17:41.000000,3
CHG-0000397,Add new subnet to internal network for project team,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Medium,Low,High,Closed,Medium,2025-05-19T11:23:27.000000,Monday,2025-05-19T14:23:27.000000,2025-05-20T02:23:27.000000,1
CHG-0000398,Introduce new logging and monitoring rules for servers,Hardware,Captain America,Captain America,Avengers,Service E,Low,High,High,Closed,Medium,2025-05-20T19:10:54.000000,Tuesday,2025-05-21T00:10:54.000000,2025-05-21T12:10:54.000000,4
CHG-0000399,Deploy new release of core banking application,Data,Loki,Loki,Avengers,Service A,High,High,Medium,Closed,High,2025-05-20T06:28:18.000000,Tuesday,2025-05-20T11:28:18.000000,2025-05-20T22:28:18.000000,4
CHG-0000400,Deploy new version of mobile banking API,Data,Hulk,Hulk,Avengers,Service D,High,High,Medium,Closed,High,2025-05-21T07:45:16.000000,Wednesday,2025-05-21T11:45:16.000000,2025-05-21T14:45:16.000000,5
CHG-0000401,Upgrade virtualization platform to latest version,Failure,Neo,Neo,Matrix,Service C,High,Medium,Medium,Closed,Medium,2025-05-21T15:58:58.000000,Wednesday,2025-05-21T23:58:58.000000,2025-05-22T20:58:58.000000,5
CHG-0000402,Migrate application from test to production environment,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,High,Low,Closed,High,2025-05-21T11:16:25.000000,Wednesday,2025-05-21T17:16:25.000000,2025-05-22T13:16:25.000000,4
CHG-0000403,Change Active Directory group membership for user access,Complaint,Loki,Loki,Avengers,Service C,Low,Medium,Medium,Closed,Medium,2025-05-21T08:21:55.000000,Wednesday,2025-05-21T12:21:55.000000,2025-05-21T19:21:55.000000,4
CHG-0000404,Deploy hotfix for production application issue,Failure,Iron Man,Iron Man,Avengers,Service D,High,High,Medium,New,Medium,2025-05-22T10:04:54.000000,Thursday,,,4
CHG-0000405,Reconfigure service monitoring checks for new URLs,Complaint,Loki,Loki,Avengers,Service A,Low,Medium,High,Closed,Medium,2025-05-22T19:33:02.000000,Thursday,2025-05-22T22:33:02.000000,2025-05-24T08:33:02.000000,3
CHG-0000406,Change email gateway configuration for spam filtering,Access,Spiderman,Spiderman,Avengers II,Service B,Low,High,Low,On Hold,High,2025-05-22T14:36:33.000000,Thursday,,,5
CHG-0000407,Deploy hotfix for production application issue,Data,Iron Man,Iron Man,Avengers,Service E,Low,High,High,Closed,Medium,2025-05-23T23:03:38.000000,Friday,2025-05-24T04:03:38.000000,2025-05-24T11:03:38.000000,0
CHG-0000408,Implement new access roles in identity management system,Hardware,Iron Man,Iron Man,Avengers,Service B,Low,Low,Low,Closed,Critical,2025-05-23T14:45:35.000000,Friday,2025-05-23T19:45:35.000000,2025-05-25T03:45:35.000000,2
CHG-0000409,Deploy hotfix for production application issue,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Medium,Low,Medium,Closed,Critical,2025-05-23T23:56:04.000000,Friday,2025-05-24T01:56:04.000000,2025-05-25T01:56:04.000000,5
CHG-0000410,Implement new retention policy for log data,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,Medium,Medium,Closed,Critical,2025-05-23T23:33:15.000000,Friday,2025-05-24T03:33:15.000000,2025-05-24T05:33:15.000000,0
CHG-0000411,Adjust monitoring thresholds for critical alerts,Failure,Loki,Loki,Avengers,Service D,High,High,High,Closed,Medium,2025-05-23T03:47:27.000000,Friday,2025-05-23T05:47:27.000000,2025-05-24T04:47:27.000000,2
CHG-0000412,Enable multi-factor authentication for VPN users,Failure,Iron Man,Iron Man,Avengers,Service D,Low,Low,Low,Closed,High,2025-05-24T20:24:15.000000,Saturday,2025-05-25T01:24:15.000000,2025-05-26T05:24:15.000000,1
CHG-0000413,Reconfigure application timeout settings,Access,Captain America,Captain America,Avengers,Service A,Low,Medium,Medium,Closed,High,2025-05-24T22:19:15.000000,Saturday,2025-05-25T05:19:15.000000,2025-05-26T15:19:15.000000,2
CHG-0000414,Implement new password policy across domain,Complaint,Captain America,Captain America,Avengers,Service B,Low,Medium,High,Closed,High,2025-05-24T23:10:35.000000,Saturday,2025-05-25T07:10:35.000000,2025-05-25T23:10:35.000000,4
CHG-0000415,Modify VPN access policy for remote employees,Facilities,Spiderman,Spiderman,Avengers II,Service D,Low,High,Low,Closed,High,2025-05-24T18:18:21.000000,Saturday,2025-05-25T02:18:21.000000,2025-05-25T14:18:21.000000,2
CHG-0000416,Adjust CPU and memory resources for virtual servers,Software,Loki,Loki,Avengers,Service A,High,High,Low,Closed,Medium,2025-05-25T14:21:14.000000,Sunday,2025-05-25T21:21:14.000000,2025-05-26T15:21:14.000000,3
CHG-0000417,Implement new change in batch file transfer process,Software,Loki,Loki,Avengers,Service A,Medium,High,Low,Closed,High,2025-05-25T23:50:10.000000,Sunday,2025-05-26T02:50:10.000000,2025-05-27T07:50:10.000000,2
CHG-0000418,Implement firewall rule change for new service endpoint,Failure,Iron Man,Iron Man,Avengers,Service B,Medium,Medium,High,Closed,High,2025-05-25T00:05:40.000000,Sunday,2025-05-25T04:05:40.000000,2025-05-26T13:05:40.000000,2
CHG-0000419,Update SSL/TLS certificates on web servers,Software,Loki,Loki,Avengers,Service E,Medium,Low,Low,Closed,Medium,2025-05-26T10:56:16.000000,Monday,2025-05-26T18:56:16.000000,2025-05-26T21:56:16.000000,4
CHG-0000420,Change email gateway configuration for spam filtering,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,High,Low,Closed,Critical,2025-05-26T02:28:16.000000,Monday,2025-05-26T07:28:16.000000,2025-05-26T22:28:16.000000,3
CHG-0000421,Reconfigure backup schedule for critical databases,Facilities,Thor,Thor,Avengers,Service E,Low,High,Medium,Closed,High,2025-05-27T17:43:46.000000,Tuesday,2025-05-27T21:43:46.000000,2025-05-29T00:43:46.000000,0
CHG-0000422,Implement firewall rule change for new service endpoint,Complaint,Captain America,Captain America,Avengers,Service E,Low,Medium,Medium,Closed,Critical,2025-05-27T23:57:18.000000,Tuesday,2025-05-28T04:57:18.000000,2025-05-28T14:57:18.000000,0
CHG-0000423,Deploy updated configuration for network switches,Data,Loki,Loki,Avengers,Service C,Low,Low,High,Closed,High,2025-05-27T23:03:56.000000,Tuesday,2025-05-28T03:03:56.000000,2025-05-29T08:03:56.000000,3
CHG-0000424,Decommission obsolete virtual machines,Complaint,Hulk,Hulk,Avengers,Service E,High,Medium,Low,Closed,High,2025-05-28T00:22:38.000000,Wednesday,2025-05-28T05:22:38.000000,2025-05-29T10:22:38.000000,1
CHG-0000425,Implement new retention policy for log data,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,High,Medium,Closed,Medium,2025-05-28T12:09:40.000000,Wednesday,2025-05-28T16:09:40.000000,2025-05-28T18:09:40.000000,0
CHG-0000426,Update DNS records for application hostname change,Network,Loki,Loki,Avengers,Service A,Low,Low,High,Closed,Medium,2025-05-28T23:54:40.000000,Wednesday,2025-05-29T03:54:40.000000,2025-05-30T12:54:40.000000,3
CHG-0000427,Reconfigure backup schedule for critical databases,Failure,Captain America,Captain America,Avengers,Service D,High,High,Low,Closed,Medium,2025-05-28T12:48:42.000000,Wednesday,2025-05-28T14:48:42.000000,2025-05-29T21:48:42.000000,1
CHG-0000428,Change DHCP scope settings for office network,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Medium,Low,High,Closed,Low,2025-05-29T04:29:21.000000,Thursday,2025-05-29T09:29:21.000000,2025-05-29T12:29:21.000000,0
CHG-0000429,Update DNS records for application hostname change,Failure,Shang Chi,Shang Chi,Avengers II,Service A,High,High,High,Closed,Medium,2025-05-29T18:22:43.000000,Thursday,2025-05-30T02:22:43.000000,2025-05-31T14:22:43.000000,3
CHG-0000430,Adjust CPU and memory resources for virtual servers,Access,Thor,Thor,Avengers,Service B,Low,Medium,Medium,On Hold,Critical,2025-05-29T11:00:02.000000,Thursday,,,1
CHG-0000431,Reconfigure application timeout settings,Software,Thor,Thor,Avengers,Service C,Medium,Medium,High,Closed,High,2025-05-30T04:49:43.000000,Friday,2025-05-30T11:49:43.000000,2025-05-31T19:49:43.000000,5
CHG-0000432,Update network share permissions for project folder,Hardware,Loki,Loki,Avengers,Service E,Low,Low,Low,Closed,High,2025-05-30T02:58:40.000000,Friday,2025-05-30T04:58:40.000000,2025-05-30T08:58:40.000000,1
CHG-0000433,Implement role-based access control for application,Facilities,Hulk,Hulk,Avengers,Service E,High,High,Low,Closed,High,2025-05-30T20:50:24.000000,Friday,2025-05-30T23:50:24.000000,2025-05-31T13:50:24.000000,5
CHG-0000434,Update configuration for single sign-on integration,Complaint,Iron Man,Iron Man,Avengers,Service E,Medium,Low,Low,Closed,High,2025-05-31T17:30:03.000000,Saturday,2025-06-01T01:30:03.000000,2025-06-02T00:30:03.000000,3
CHG-0000435,Change configuration of web application firewall policies,Complaint,Thor,Thor,Avengers,Service C,High,Low,Low,Closed,Medium,2025-05-31T22:25:46.000000,Saturday,2025-06-01T03:25:46.000000,2025-06-01T17:25:46.000000,1
CHG-0000436,Deploy updated configuration for network switches,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Medium,High,High,Closed,Low,2025-06-01T12:15:35.000000,Sunday,2025-06-01T16:15:35.000000,2025-06-02T11:15:35.000000,4
CHG-0000437,Migrate user mailboxes to new email platform,Complaint,Hulk,Hulk,Avengers,Service A,High,Low,Medium,Closed,Medium,2025-06-01T10:10:59.000000,Sunday,2025-06-01T15:10:59.000000,2025-06-02T01:10:59.000000,1
CHG-0000438,Upgrade virtualization platform to latest version,Hardware,Loki,Loki,Avengers,Service C,Low,Low,Low,Closed,Medium,2025-06-01T06:31:33.000000,Sunday,2025-06-01T09:31:33.000000,2025-06-02T10:31:33.000000,1
CHG-0000439,Implement new proxy configuration for internet access,Complaint,Thor,Thor,Avengers,Service D,High,Medium,High,Closed,Medium,2025-06-02T12:31:25.000000,Monday,2025-06-02T16:31:25.000000,2025-06-03T17:31:25.000000,1
CHG-0000440,Modify backup retention period for file shares,Facilities,Hulk,Hulk,Avengers,Service C,Medium,Low,Low,Closed,High,2025-06-02T16:01:14.000000,Monday,2025-06-02T18:01:14.000000,2025-06-03T02:01:14.000000,4
