Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag
CR-6303,Web proxy blocked access to high-risk website,Hardware,Jan,Peter,Avengers II,Service B,Closed,High,Medium,Low,Low,2025-03-03T06:38:53.000000,2025-03-03T10:58:02.000000,2025-03-04T19:26:37.000000,1,Monday,0
CR-6304,Unusual traffic to anonymization service detected,Access,Michal,Michal,Avengers,Service B,Closed,Low,Low,Low,Medium,2025-03-03T00:04:14.000000,2025-03-03T02:24:25.000000,2025-03-04T13:20:39.000000,0,Monday,1
CR-6305,Email forwarding rule created without user knowledge,Access,Martin,Captain America,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-03-03T10:08:13.000000,2025-03-03T11:11:22.000000,2025-03-04T11:50:53.000000,1,Monday,0
CR-6306,Multiple failed login attempts detected on user account,Network,Jan,Michal,Avengers,Service B,Closed,High,Medium,Medium,High,2025-03-03T07:38:03.000000,2025-03-03T12:13:42.000000,2025-03-04T02:53:34.000000,1,Monday,0
CR-6307,Malicious macro detected in office document,Hardware,Peter,Thor,Matrix,Service C,Closed,Medium,Medium,Low,Low,2025-03-03T06:45:25.000000,2025-03-03T13:27:16.000000,2025-03-03T17:14:37.000000,1,Monday,0
CR-6308,New device connected to corporate Wi-Fi without registration,Data,Michal,Jan,Avengers II,Service B,On Hold,Medium,Low,Medium,Low,2025-03-03T06:42:56.000000,,,1,Monday,0
CR-6309,Email account used to send large volume of external messages,Software,Captain America,Michal,Avengers II,Service C,Closed,High,High,Medium,Low,2025-03-03T03:05:17.000000,2025-03-03T10:11:09.000000,2025-03-03T20:28:53.000000,1,Monday,0
CR-6310,Abnormal API access pattern from external client,Complaint,Iron Man,Iron Man,Avengers II,Service A,Closed,Medium,Low,High,Low,2025-03-03T07:17:15.000000,2025-03-03T15:59:07.000000,2025-03-04T03:11:54.000000,0,Monday,1
CR-6311,Login from decommissioned device detected in logs,Access,Peter,Captain America,Avengers,Service C,Closed,High,Medium,Low,Low,2025-03-03T04:44:30.000000,2025-03-03T12:09:42.000000,2025-03-05T08:53:01.000000,0,Monday,1
CR-6312,Unauthorized access to shared network drive,Hardware,Captain America,Jan,Avengers,Service A,Closed,Medium,High,Medium,Medium,2025-03-03T19:30:17.000000,2025-03-04T02:36:45.000000,2025-03-05T01:42:20.000000,1,Monday,0
CR-6313,Abnormal API access pattern from external client,Hardware,Captain America,Jan,Avengers II,Service B,Closed,Low,Medium,Low,High,2025-03-03T17:40:37.000000,2025-03-03T21:17:23.000000,2025-03-04T13:52:46.000000,0,Monday,1
CR-6314,Multiple password reset requests from same user,Failure,Thor,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Medium,2025-03-03T01:44:27.000000,2025-03-03T08:51:44.000000,2025-03-03T11:37:10.000000,1,Monday,0
CR-6315,Blocked attempt to upload sensitive data to cloud storage,Data,Peter,Peter,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-03-03T22:15:28.000000,2025-03-04T03:53:36.000000,2025-03-05T02:53:49.000000,0,Monday,1
CR-6316,Multiple failed login attempts detected on user account,Failure,Michal,Martin,Matrix,Service C,Closed,Low,Medium,Low,Low,2025-03-03T04:00:52.000000,2025-03-03T08:26:10.000000,2025-03-04T17:29:07.000000,1,Monday,0
CR-6317,Web proxy blocked access to high-risk website,Complaint,Jan,Iron Man,Avengers,Service C,Closed,Medium,Medium,Low,Low,2025-03-03T17:06:18.000000,2025-03-03T21:32:09.000000,2025-03-04T18:07:21.000000,1,Monday,0
CR-6318,Denied attempt to access privileged management console,Failure,Martin,Martin,Matrix,Service B,Closed,High,Low,Low,High,2025-03-03T18:21:35.000000,2025-03-03T20:51:16.000000,2025-03-05T17:20:43.000000,1,Monday,0
CR-6319,New privileged account created without proper approval,Network,Martin,Iron Man,Avengers II,Service B,Closed,Medium,Low,High,Low,2025-03-03T19:58:29.000000,2025-03-04T02:24:51.000000,2025-03-05T17:42:40.000000,0,Monday,1
CR-6320,Unusual traffic to anonymization service detected,Access,Peter,Captain America,Avengers II,Service C,Closed,Low,Low,Medium,High,2025-03-03T17:33:38.000000,2025-03-03T21:07:48.000000,2025-03-04T13:57:55.000000,0,Monday,1
CR-6321,Malicious attachment blocked by email gateway,Access,Martin,Thor,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-03-03T09:00:34.000000,2025-03-03T13:24:51.000000,2025-03-04T21:03:52.000000,0,Monday,1
CR-6322,Abnormal outbound DNS requests from single host,Hardware,Jan,Martin,Matrix,Service C,On Hold,Medium,Medium,Low,High,2025-03-03T20:27:35.000000,,,1,Monday,0
CR-6323,Suspicious modification of registry keys on workstation,Complaint,Jan,Thor,Avengers,Service A,Closed,High,Low,Medium,Medium,2025-03-03T05:54:22.000000,2025-03-03T14:10:32.000000,2025-03-04T14:49:06.000000,1,Monday,0
CR-6324,Suspicious file execution blocked by application control,Software,Michal,Captain America,Avengers,Service C,Closed,High,Low,Low,Medium,2025-03-03T05:32:58.000000,2025-03-03T14:27:51.000000,2025-03-05T03:59:46.000000,1,Monday,0
CR-6325,Unusual data download volume from file server,Failure,Captain America,Captain America,Matrix,Service C,Closed,Medium,Medium,Medium,High,2025-03-03T04:10:29.000000,2025-03-03T07:51:07.000000,2025-03-03T12:41:58.000000,1,Monday,0
CR-6326,Suspicious outbound traffic to known malicious domain,Data,Jan,Michal,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-03-03T05:53:50.000000,2025-03-03T10:11:46.000000,2025-03-04T18:55:19.000000,1,Monday,0
CR-6327,Suspicious authentication attempts to database server,Facilities,Captain America,Martin,Avengers II,Service A,Closed,Medium,Medium,Low,Low,2025-03-03T16:44:03.000000,2025-03-03T18:54:25.000000,2025-03-04T09:13:38.000000,1,Monday,0
CR-6328,Phishing email reported by employee,Failure,Peter,Jan,Avengers,Service A,Closed,High,High,Low,Low,2025-03-03T01:42:01.000000,2025-03-03T07:06:11.000000,2025-03-04T11:52:26.000000,1,Monday,0
CR-6329,External IP added to whitelist without approval,Access,Michal,Thor,Avengers II,Service A,Closed,Medium,High,Low,Medium,2025-03-03T09:19:11.000000,2025-03-03T10:37:57.000000,2025-03-05T00:13:30.000000,0,Monday,1
CR-6330,New device connected to corporate Wi-Fi without registration,Complaint,Martin,Michal,Avengers II,Service B,Closed,Low,Medium,High,Low,2025-03-03T02:05:08.000000,2025-03-03T08:02:26.000000,2025-03-03T18:18:42.000000,1,Monday,0
CR-6331,New device connected to corporate Wi-Fi without registration,Failure,Iron Man,Martin,Avengers II,Service A,Closed,High,High,High,Medium,2025-03-03T23:21:37.000000,2025-03-04T07:22:47.000000,2025-03-05T23:57:31.000000,1,Monday,0
CR-6332,Abnormal outbound DNS requests from single host,Network,Captain America,Peter,Avengers II,Service B,On Hold,Medium,Low,Medium,High,2025-03-03T21:25:34.000000,,,1,Monday,0
CR-6333,Certificate validation failure on secure connection,Network,Peter,Jan,Avengers,Service A,Closed,Medium,High,Medium,High,2025-03-03T19:02:55.000000,2025-03-04T03:07:33.000000,2025-03-05T16:55:10.000000,1,Monday,0
CR-6334,New privileged account created without proper approval,Access,Captain America,Michal,Avengers II,Service C,In Progress,Low,High,High,High,2025-03-03T14:49:27.000000,2025-03-03T16:22:46.000000,,1,Monday,0
CR-6335,Abnormal outbound DNS requests from single host,Network,Iron Man,Thor,Matrix,Service A,Closed,Low,Low,High,Medium,2025-03-03T13:20:47.000000,2025-03-03T17:25:00.000000,2025-03-04T13:38:53.000000,0,Monday,1
CR-6336,Unauthorized access to shared network drive,Data,Peter,Peter,Avengers II,Service A,Closed,Medium,Medium,High,Medium,2025-03-03T01:53:41.000000,2025-03-03T09:17:04.000000,2025-03-04T11:17:48.000000,0,Monday,1
CR-6337,Unusual access pattern to customer data records,Network,Iron Man,Thor,Avengers,Service A,On Hold,Low,High,Medium,High,2025-03-03T03:22:18.000000,,,0,Monday,1
CR-6338,Unusual file encryption activity detected on server,Failure,Thor,Iron Man,Avengers II,Service B,Closed,Low,Medium,High,Medium,2025-03-03T16:31:57.000000,2025-03-03T23:11:51.000000,2025-03-04T18:37:51.000000,1,Monday,0
CR-6339,Multiple password reset requests from same user,Facilities,Jan,Iron Man,Matrix,Service C,Closed,Low,Medium,High,Low,2025-03-03T06:16:04.000000,2025-03-03T14:57:24.000000,2025-03-05T02:23:58.000000,0,Monday,1
CR-6340,Suspicious authentication attempts to database server,Facilities,Thor,Martin,Avengers II,Service A,Closed,Medium,Low,High,High,2025-03-03T07:01:39.000000,2025-03-03T10:59:00.000000,2025-03-04T17:23:46.000000,1,Monday,0
CR-6341,New privileged account created without proper approval,Access,Iron Man,Martin,Avengers,Service A,Closed,Low,High,Low,Low,2025-03-03T21:02:21.000000,2025-03-04T02:51:26.000000,2025-03-04T07:57:49.000000,0,Monday,1
CR-6342,Multiple failed login attempts detected on user account,Hardware,Captain America,Michal,Avengers,Service C,Closed,High,Medium,Medium,High,2025-03-03T17:29:53.000000,2025-03-03T19:59:28.000000,2025-03-04T11:59:31.000000,1,Monday,0
CR-6343,Suspicious login attempt from unknown IP address,Network,Iron Man,Martin,Matrix,Service A,Closed,High,High,Low,High,2025-03-03T03:13:17.000000,2025-03-03T07:36:45.000000,2025-03-04T05:38:18.000000,1,Monday,0
CR-6344,New network share created without change request,Failure,Michal,Jan,Matrix,Service B,In Progress,Low,Low,Medium,Low,2025-03-03T22:24:56.000000,2025-03-04T02:18:29.000000,,0,Monday,1
CR-6345,External IP added to whitelist without approval,Software,Michal,Captain America,Avengers II,Service A,Closed,Medium,Low,Low,Medium,2025-03-03T15:31:36.000000,2025-03-03T16:41:37.000000,2025-03-05T09:01:17.000000,0,Monday,1
CR-6346,Suspicious file execution blocked by application control,Facilities,Peter,Thor,Avengers,Service C,Closed,High,High,High,Medium,2025-03-03T12:04:58.000000,2025-03-03T19:21:22.000000,2025-03-04T09:27:50.000000,0,Monday,1
CR-6347,Compromised account password reset and user notified,Complaint,Jan,Iron Man,Matrix,Service C,Closed,Low,Medium,High,Low,2025-03-03T13:09:39.000000,2025-03-03T17:09:24.000000,2025-03-05T10:55:50.000000,0,Monday,1
CR-6348,Unsupported remote desktop tool detected on endpoint,Facilities,Iron Man,Peter,Avengers,Service B,Closed,Low,Medium,High,Low,2025-03-03T01:10:18.000000,2025-03-03T08:06:55.000000,2025-03-05T02:57:08.000000,1,Monday,0
CR-6349,Unapproved remote access session initiated,Failure,Martin,Thor,Matrix,Service B,Closed,High,Low,Medium,High,2025-03-03T09:53:20.000000,2025-03-03T15:03:08.000000,2025-03-04T20:31:50.000000,0,Monday,1
CR-6350,Multiple devices reporting same malware signature,Failure,Captain America,Michal,Avengers II,Service A,Closed,Medium,High,Low,High,2025-03-03T15:23:09.000000,2025-03-03T18:17:52.000000,2025-03-04T18:27:31.000000,1,Monday,0
CR-6351,Unusual administrative activity on domain controller,Complaint,Jan,Peter,Avengers II,Service B,Closed,Medium,Low,Medium,Medium,2025-03-03T02:45:30.000000,2025-03-03T08:21:45.000000,2025-03-04T00:22:37.000000,0,Monday,1
CR-6352,Unexpected configuration change on security appliance,Facilities,Captain America,Peter,Matrix,Service B,Closed,High,Medium,Low,High,2025-03-03T19:23:09.000000,2025-03-03T21:55:37.000000,2025-03-04T15:29:20.000000,1,Monday,0
CR-6353,Phishing email reported by employee,Network,Thor,Thor,Matrix,Service C,Closed,Low,Medium,High,Medium,2025-03-03T20:38:22.000000,2025-03-04T00:15:12.000000,2025-03-05T02:25:17.000000,1,Monday,0
CR-6354,Multiple devices reporting same malware signature,Hardware,Michal,Martin,Avengers,Service A,On Hold,Medium,Medium,Medium,Medium,2025-03-03T07:24:00.000000,,,0,Monday,1
CR-6355,Suspicious modification of registry keys on workstation,Data,Peter,Thor,Avengers,Service C,Closed,High,Medium,High,High,2025-03-03T03:04:19.000000,2025-03-03T09:18:16.000000,2025-03-03T18:12:48.000000,0,Monday,1
CR-6356,Suspicious file execution blocked by application control,Software,Michal,Captain America,Avengers,Service C,Closed,High,High,Medium,Medium,2025-03-03T08:49:17.000000,2025-03-03T11:33:32.000000,2025-03-05T03:21:30.000000,1,Monday,0
CR-6357,Unapproved application communicating with external server,Software,Iron Man,Peter,Matrix,Service B,Closed,High,Medium,High,Medium,2025-03-03T23:21:04.000000,2025-03-04T01:48:50.000000,2025-03-04T14:03:56.000000,1,Monday,0
CR-6358,New local administrator account detected on endpoint,Access,Martin,Thor,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-03-03T21:55:19.000000,2025-03-04T05:29:37.000000,2025-03-04T18:40:44.000000,1,Monday,0
CR-6359,Malicious macro detected in office document,Hardware,Iron Man,Jan,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-03-03T18:51:33.000000,2025-03-04T00:56:28.000000,2025-03-04T09:31:39.000000,0,Monday,1
CR-6360,Ransomware behavior detected and contained on endpoint,Network,Jan,Iron Man,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-03-03T13:44:11.000000,2025-03-03T17:02:56.000000,2025-03-05T09:07:29.000000,1,Monday,0
CR-6361,Account lockout due to repeated failed authentication,Hardware,Jan,Thor,Avengers,Service C,On Hold,Low,Low,Low,High,2025-03-03T10:46:21.000000,,,1,Monday,0
CR-6362,Multiple failed VPN authentication attempts from external IP,Hardware,Thor,Peter,Avengers II,Service B,Closed,High,High,Medium,Medium,2025-03-03T14:02:12.000000,2025-03-03T21:52:36.000000,2025-03-04T01:35:18.000000,0,Monday,1
CR-6363,Suspicious modification of registry keys on workstation,Hardware,Thor,Captain America,Matrix,Service B,Closed,High,Low,High,Low,2025-03-03T16:56:09.000000,2025-03-03T22:18:27.000000,2025-03-05T00:32:23.000000,0,Monday,1
CR-6364,Suspicious outbound traffic to known malicious domain,Access,Iron Man,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Low,2025-03-03T21:42:30.000000,2025-03-04T03:46:03.000000,2025-03-05T17:54:59.000000,1,Monday,0
CR-6365,Account lockout due to repeated failed authentication,Facilities,Martin,Jan,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-03T11:25:23.000000,2025-03-03T18:16:22.000000,2025-03-04T05:15:44.000000,1,Monday,0
CR-6366,Unauthorized installation of unapproved software,Software,Michal,Peter,Matrix,Service A,Closed,Medium,High,Medium,Medium,2025-03-03T13:36:20.000000,2025-03-03T18:46:37.000000,2025-03-05T05:12:28.000000,1,Monday,0
CR-6367,Brute force attack detected on remote access gateway,Access,Michal,Michal,Avengers,Service A,Closed,Medium,Low,High,Medium,2025-03-03T23:44:24.000000,2025-03-04T00:48:15.000000,2025-03-05T18:00:11.000000,1,Monday,0
CR-6368,Abnormal outbound DNS requests from single host,Network,Michal,Peter,Matrix,Service A,Closed,Low,Medium,Low,Low,2025-03-03T20:15:08.000000,2025-03-04T02:39:45.000000,2025-03-05T10:27:05.000000,0,Monday,1
CR-6369,Unexpected configuration change on security appliance,Access,Captain America,Martin,Avengers II,Service A,Closed,Medium,Medium,Low,High,2025-03-03T11:50:20.000000,2025-03-03T14:21:50.000000,2025-03-05T05:07:01.000000,1,Monday,0
CR-6370,Blocked attempt to upload sensitive data to cloud storage,Software,Iron Man,Thor,Matrix,Service A,Closed,High,Low,High,High,2025-03-03T06:14:18.000000,2025-03-03T10:23:58.000000,2025-03-03T21:20:58.000000,1,Monday,0
CR-6371,New local administrator account detected on endpoint,Network,Michal,Thor,Matrix,Service B,Closed,Medium,High,High,Medium,2025-03-03T03:20:45.000000,2025-03-03T04:21:53.000000,2025-03-03T07:50:30.000000,0,Monday,1
CR-6372,Multiple logins from different countries within short timeframe,Complaint,Iron Man,Martin,Matrix,Service C,Closed,Medium,Medium,Low,Medium,2025-03-03T05:09:39.000000,2025-03-03T11:09:28.000000,2025-03-03T23:16:31.000000,0,Monday,1
CR-6373,Unusual file encryption activity detected on server,Complaint,Martin,Martin,Avengers,Service A,Closed,High,Low,High,High,2025-03-03T00:58:12.000000,2025-03-03T08:50:14.000000,2025-03-04T05:56:58.000000,0,Monday,1
CR-6374,Multiple logins from different countries within short timeframe,Hardware,Iron Man,Martin,Avengers II,Service C,Closed,High,Medium,High,Low,2025-03-03T09:10:09.000000,2025-03-03T16:24:10.000000,2025-03-04T12:30:47.000000,1,Monday,0
CR-6375,Email forwarding rule created without user knowledge,Software,Captain America,Peter,Matrix,Service B,Closed,Medium,High,Medium,Low,2025-03-03T17:40:46.000000,2025-03-04T02:21:55.000000,2025-03-04T13:26:29.000000,1,Monday,0
CR-6376,Brute force attack detected on remote access gateway,Data,Jan,Peter,Avengers,Service A,Closed,High,High,Low,High,2025-03-03T01:36:00.000000,2025-03-03T02:58:08.000000,2025-03-04T15:14:13.000000,1,Monday,0
CR-6377,Data loss prevention policy violation detected,Facilities,Thor,Martin,Avengers II,Service C,Closed,High,Low,High,Medium,2025-03-03T17:33:53.000000,2025-03-03T22:40:33.000000,2025-03-04T19:34:40.000000,0,Monday,1
CR-6378,Privileged user access review identified anomalies,Access,Jan,Jan,Avengers,Service C,Closed,Medium,High,Medium,High,2025-03-03T09:06:28.000000,2025-03-03T13:01:05.000000,2025-03-04T21:50:35.000000,1,Monday,0
CR-6379,Multiple devices reporting same malware signature,Facilities,Peter,Martin,Matrix,Service A,Closed,High,High,High,Low,2025-03-03T20:39:17.000000,2025-03-03T22:24:55.000000,2025-03-05T09:38:17.000000,0,Monday,1
CR-6380,Suspicious authentication token reuse detected,Network,Iron Man,Iron Man,Avengers II,Service C,Closed,Medium,Medium,High,High,2025-03-03T16:44:08.000000,2025-03-03T19:50:53.000000,2025-03-03T22:21:04.000000,0,Monday,1
CR-6381,Suspicious authentication token reuse detected,Software,Peter,Martin,Avengers,Service C,Closed,Low,Low,Medium,Low,2025-03-03T18:55:06.000000,2025-03-04T02:02:50.000000,2025-03-04T07:45:01.000000,0,Monday,1
CR-6382,Suspicious file execution blocked by application control,Access,Martin,Peter,Matrix,Service C,Closed,Low,High,Low,Low,2025-03-03T23:51:49.000000,2025-03-04T01:16:23.000000,2025-03-04T12:59:21.000000,1,Monday,0
CR-6383,Security policy violation on mobile device,Data,Captain America,Captain America,Avengers II,Service B,Closed,Low,Low,Medium,High,2025-03-03T11:52:18.000000,2025-03-03T17:56:54.000000,2025-03-05T00:58:06.000000,1,Monday,0
CR-6384,Blocked attempt to upload sensitive data to cloud storage,Network,Jan,Michal,Matrix,Service B,Closed,Low,Medium,Medium,Low,2025-03-03T20:56:06.000000,2025-03-04T03:21:15.000000,2025-03-04T16:02:03.000000,0,Monday,1
CR-6385,Unsupported remote desktop tool detected on endpoint,Hardware,Martin,Martin,Matrix,Service A,Closed,Low,Low,Medium,High,2025-03-03T22:08:16.000000,2025-03-04T05:10:27.000000,2025-03-05T10:04:41.000000,1,Monday,0
CR-6386,Unauthorized attempt to access security logs,Failure,Iron Man,Thor,Avengers II,Service A,Closed,High,Medium,Low,High,2025-03-03T12:08:55.000000,2025-03-03T14:16:51.000000,2025-03-05T08:33:20.000000,1,Monday,0
CR-6387,Abnormal outbound DNS requests from single host,Access,Captain America,Michal,Matrix,Service C,New,Medium,Medium,Low,Medium,2025-03-03T12:29:23.000000,,,1,Monday,0
